ticket_id,subject,body,language,category,priority,status,created_at,tenant_id
ML-20456,Passwort zurücksetzen,Ticket submitted in de. Category: Cloud. Priority escalated by user.,de,Cloud,Critical,Escalated,2023-08-08 15:43:12,tenant_acme
ML-20457,Redefinir senha,Ticket submitted in pt. Category: Cloud. Priority escalated by user.,pt,Cloud,Low,Escalated,2023-01-24 17:38:05,tenant_globex
ML-20458,System down,Ticket submitted in en. Category: VPN. Priority escalated by user.,en,VPN,Medium,Open,2023-12-27 02:55:59,tenant_initech
ML-20459,Passwort zurücksetzen,Ticket submitted in de. Category: Network. Priority escalated by user.,de,Network,Critical,Open,2024-03-24 06:50:05,tenant_globex
ML-20460,Impossible de se connecter,Ticket submitted in fr. Category: Database. Priority escalated by user.,fr,Database,Medium,In Progress,2023-06-02 16:30:18,tenant_acme
ML-20461,Software-Zugriff benötigt,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,Critical,Open,2023-12-07 15:33:16,tenant_globex
ML-20462,Software-Zugriff benötigt,Ticket submitted in de. Category: Database. Priority escalated by user.,de,Database,High,Resolved,2024-03-02 17:07:28,tenant_globex
ML-20463,Kann mich nicht anmelden,Ticket submitted in de. Category: Network. Priority escalated by user.,de,Network,Low,In Progress,2023-01-26 03:36:25,tenant_globex
ML-20464,Software-Zugriff benötigt,Ticket submitted in de. Category: Database. Priority escalated by user.,de,Database,Low,Closed,2024-06-15 20:34:55,tenant_globex
ML-20465,Écran cassé,Ticket submitted in fr. Category: Email. Priority escalated by user.,fr,Email,Medium,Closed,2024-06-19 15:04:46,tenant_acme
ML-20466,Não consigo fazer login,Ticket submitted in pt. Category: Network. Priority escalated by user.,pt,Network,High,Resolved,2023-11-06 13:29:07,tenant_globex
ML-20467,Necesito acceso al software,Ticket submitted in es. Category: Hardware. Priority escalated by user.,es,Hardware,Critical,Resolved,2023-09-02 16:57:34,tenant_initech
ML-20468,Écran cassé,Ticket submitted in fr. Category: Cloud. Priority escalated by user.,fr,Cloud,Medium,Escalated,2024-01-08 10:51:30,tenant_initech
ML-20469,Kann mich nicht anmelden,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,Critical,Resolved,2024-04-17 05:04:16,tenant_initech
ML-20470,Impossible de se connecter,Ticket submitted in fr. Category: Network. Priority escalated by user.,fr,Network,Medium,Closed,2024-06-24 11:58:50,tenant_globex
ML-20471,Cannot login,Ticket submitted in en. Category: Security. Priority escalated by user.,en,Security,Critical,Open,2023-10-21 15:36:30,tenant_initech
ML-20472,System down,Ticket submitted in en. Category: Cloud. Priority escalated by user.,en,Cloud,Medium,Closed,2023-11-13 14:32:36,tenant_globex
ML-20473,System ausgefallen,Ticket submitted in de. Category: Email. Priority escalated by user.,de,Email,High,Escalated,2023-08-25 02:06:24,tenant_acme
ML-20474,Systeem down,Ticket submitted in nl. Category: Software. Priority escalated by user.,nl,Software,High,Open,2023-07-10 14:03:17,tenant_acme
ML-20475,Systeem down,Ticket submitted in nl. Category: Security. Priority escalated by user.,nl,Security,High,In Progress,2024-01-21 15:26:08,tenant_globex
ML-20476,Impossible de se connecter,Ticket submitted in fr. Category: Email. Priority escalated by user.,fr,Email,Medium,Resolved,2024-01-03 11:09:45,tenant_initech
ML-20477,Systeem down,Ticket submitted in nl. Category: Cloud. Priority escalated by user.,nl,Cloud,Medium,Resolved,2023-03-23 14:05:46,tenant_globex
ML-20478,Password reset,Ticket submitted in en. Category: Printing. Priority escalated by user.,en,Printing,High,Resolved,2023-08-17 09:16:11,tenant_globex
ML-20479,Software-Zugriff benötigt,Ticket submitted in de. Category: Network. Priority escalated by user.,de,Network,Medium,In Progress,2023-02-25 18:49:30,tenant_globex
ML-20480,Pantalla rota,Ticket submitted in es. Category: Email. Priority escalated by user.,es,Email,Critical,Escalated,2024-01-23 05:36:05,tenant_globex
ML-20481,System down,Ticket submitted in en. Category: Hardware. Priority escalated by user.,en,Hardware,Low,Open,2023-06-07 07:42:17,tenant_initech
ML-20482,Screen broken,Ticket submitted in en. Category: Cloud. Priority escalated by user.,en,Cloud,Critical,In Progress,2023-03-14 22:43:09,tenant_globex
ML-20483,Kan niet inloggen,Ticket submitted in nl. Category: Network. Priority escalated by user.,nl,Network,Low,Resolved,2023-07-25 15:27:14,tenant_acme
ML-20484,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Cloud. Priority escalated by user.,fr,Cloud,Medium,Resolved,2024-05-13 18:49:50,tenant_acme
ML-20485,Écran cassé,Ticket submitted in fr. Category: Printing. Priority escalated by user.,fr,Printing,Medium,Closed,2023-03-10 01:32:05,tenant_acme
ML-20486,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Access Management. Priority escalated by user.,fr,Access Management,Medium,Closed,2024-02-10 10:51:27,tenant_acme
ML-20487,Impossible de se connecter,Ticket submitted in fr. Category: Hardware. Priority escalated by user.,fr,Hardware,Low,Open,2023-12-19 21:48:30,tenant_globex
ML-20488,Kan niet inloggen,Ticket submitted in nl. Category: Software. Priority escalated by user.,nl,Software,Critical,Open,2023-10-17 17:16:32,tenant_acme
ML-20489,Toegang tot software nodig,Ticket submitted in nl. Category: Cloud. Priority escalated by user.,nl,Cloud,Low,Closed,2023-01-23 17:28:57,tenant_acme
ML-20490,System ausgefallen,Ticket submitted in de. Category: Cloud. Priority escalated by user.,de,Cloud,Medium,Escalated,2023-04-09 07:03:42,tenant_globex
ML-20491,Sistema fora do ar,Ticket submitted in pt. Category: Email. Priority escalated by user.,pt,Email,Low,Open,2023-11-18 08:33:44,tenant_initech
ML-20492,No puedo iniciar sesión,Ticket submitted in es. Category: Software. Priority escalated by user.,es,Software,High,Closed,2023-10-20 16:39:54,tenant_acme
ML-20493,Não consigo fazer login,Ticket submitted in pt. Category: VPN. Priority escalated by user.,pt,VPN,Critical,Open,2024-05-22 12:49:43,tenant_initech
ML-20494,Bildschirm defekt,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,Medium,Escalated,2023-12-25 18:09:10,tenant_initech
ML-20495,Screen broken,Ticket submitted in en. Category: Security. Priority escalated by user.,en,Security,High,Resolved,2024-02-07 06:07:35,tenant_globex
ML-20496,No puedo iniciar sesión,Ticket submitted in es. Category: Printing. Priority escalated by user.,es,Printing,High,Closed,2023-12-14 02:36:33,tenant_globex
ML-20497,Sistema caído,Ticket submitted in es. Category: Software. Priority escalated by user.,es,Software,Medium,Closed,2024-04-22 03:30:15,tenant_globex
ML-20498,Password reset,Ticket submitted in en. Category: Hardware. Priority escalated by user.,en,Hardware,Critical,Escalated,2023-01-27 11:13:37,tenant_acme
ML-20499,Sistema fora do ar,Ticket submitted in pt. Category: Access Management. Priority escalated by user.,pt,Access Management,Medium,Closed,2023-11-13 07:09:37,tenant_globex
ML-20500,System ausgefallen,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,Medium,Closed,2023-07-21 01:34:05,tenant_initech
ML-20501,Tela quebrada,Ticket submitted in pt. Category: Cloud. Priority escalated by user.,pt,Cloud,Low,In Progress,2023-07-08 23:33:35,tenant_globex
ML-20502,Necesito acceso al software,Ticket submitted in es. Category: Access Management. Priority escalated by user.,es,Access Management,High,Open,2023-07-14 23:39:36,tenant_acme
ML-20503,Software-Zugriff benötigt,Ticket submitted in de. Category: Cloud. Priority escalated by user.,de,Cloud,Medium,In Progress,2023-05-29 07:15:20,tenant_acme
ML-20504,System down,Ticket submitted in en. Category: Hardware. Priority escalated by user.,en,Hardware,Critical,Open,2024-04-17 00:05:22,tenant_acme
ML-20505,Restablecer contraseña,Ticket submitted in es. Category: Cloud. Priority escalated by user.,es,Cloud,Medium,In Progress,2023-12-23 14:47:47,tenant_acme
ML-20506,Software-Zugriff benötigt,Ticket submitted in de. Category: VPN. Priority escalated by user.,de,VPN,High,Open,2023-05-13 11:40:47,tenant_initech
ML-20507,Bildschirm defekt,Ticket submitted in de. Category: Printing. Priority escalated by user.,de,Printing,Medium,Closed,2024-03-04 09:14:45,tenant_acme
ML-20508,Écran cassé,Ticket submitted in fr. Category: Hardware. Priority escalated by user.,fr,Hardware,High,Open,2023-08-24 21:17:01,tenant_acme
ML-20509,Pantalla rota,Ticket submitted in es. Category: Database. Priority escalated by user.,es,Database,Medium,Escalated,2023-05-21 08:12:46,tenant_initech
ML-20510,No puedo iniciar sesión,Ticket submitted in es. Category: Printing. Priority escalated by user.,es,Printing,Critical,Open,2024-05-10 19:16:36,tenant_initech
ML-20511,Restablecer contraseña,Ticket submitted in es. Category: Email. Priority escalated by user.,es,Email,Medium,Resolved,2024-04-21 17:49:21,tenant_initech
ML-20512,System ausgefallen,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,High,Escalated,2023-04-08 16:58:56,tenant_initech
ML-20513,Besoin d'accès logiciel,Ticket submitted in fr. Category: Hardware. Priority escalated by user.,fr,Hardware,Medium,Open,2023-02-13 07:24:18,tenant_acme
ML-20514,Screen broken,Ticket submitted in en. Category: Software. Priority escalated by user.,en,Software,High,In Progress,2023-03-12 19:31:58,tenant_globex
ML-20515,Preciso de acesso ao software,Ticket submitted in pt. Category: Email. Priority escalated by user.,pt,Email,High,Resolved,2023-06-26 08:08:17,tenant_initech
ML-20516,Pantalla rota,Ticket submitted in es. Category: Security. Priority escalated by user.,es,Security,High,Closed,2023-01-09 05:00:51,tenant_globex
ML-20517,Não consigo fazer login,Ticket submitted in pt. Category: VPN. Priority escalated by user.,pt,VPN,Critical,Closed,2023-09-22 21:43:52,tenant_acme
ML-20518,Toegang tot software nodig,Ticket submitted in nl. Category: Access Management. Priority escalated by user.,nl,Access Management,Critical,Resolved,2024-01-16 17:01:14,tenant_initech
ML-20519,Preciso de acesso ao software,Ticket submitted in pt. Category: Database. Priority escalated by user.,pt,Database,Medium,Resolved,2023-05-20 18:50:12,tenant_acme
ML-20520,Écran cassé,Ticket submitted in fr. Category: Cloud. Priority escalated by user.,fr,Cloud,Medium,Open,2023-07-31 09:05:16,tenant_acme
ML-20521,Passwort zurücksetzen,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,Medium,Escalated,2023-04-05 12:04:37,tenant_initech
ML-20522,No puedo iniciar sesión,Ticket submitted in es. Category: Email. Priority escalated by user.,es,Email,Low,In Progress,2024-02-22 14:58:57,tenant_initech
ML-20523,Sistema caído,Ticket submitted in es. Category: Software. Priority escalated by user.,es,Software,Low,Escalated,2023-11-02 11:10:08,tenant_initech
ML-20524,Screen broken,Ticket submitted in en. Category: Hardware. Priority escalated by user.,en,Hardware,Low,Escalated,2024-05-06 03:19:05,tenant_acme
ML-20525,Preciso de acesso ao software,Ticket submitted in pt. Category: VPN. Priority escalated by user.,pt,VPN,Low,Open,2023-02-19 04:42:56,tenant_globex
ML-20526,System down,Ticket submitted in en. Category: Access Management. Priority escalated by user.,en,Access Management,Low,In Progress,2023-02-16 00:08:21,tenant_globex
ML-20527,Password reset,Ticket submitted in en. Category: Email. Priority escalated by user.,en,Email,Low,In Progress,2023-05-03 23:21:49,tenant_initech
ML-20528,Pantalla rota,Ticket submitted in es. Category: VPN. Priority escalated by user.,es,VPN,Low,Resolved,2024-02-27 08:18:35,tenant_initech
ML-20529,Tela quebrada,Ticket submitted in pt. Category: Printing. Priority escalated by user.,pt,Printing,High,Open,2023-06-11 18:33:27,tenant_acme
ML-20530,Passwort zurücksetzen,Ticket submitted in de. Category: VPN. Priority escalated by user.,de,VPN,Critical,Closed,2023-12-10 03:06:12,tenant_initech
ML-20531,Kann mich nicht anmelden,Ticket submitted in de. Category: Network. Priority escalated by user.,de,Network,Critical,Resolved,2023-01-05 07:59:03,tenant_acme
ML-20532,Sistema fora do ar,Ticket submitted in pt. Category: Cloud. Priority escalated by user.,pt,Cloud,Medium,Open,2024-06-13 23:26:21,tenant_globex
ML-20533,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Network. Priority escalated by user.,fr,Network,High,In Progress,2023-12-07 00:47:27,tenant_globex
ML-20534,Não consigo fazer login,Ticket submitted in pt. Category: VPN. Priority escalated by user.,pt,VPN,High,Resolved,2023-04-02 20:53:41,tenant_initech
ML-20535,Sistema caído,Ticket submitted in es. Category: Hardware. Priority escalated by user.,es,Hardware,Low,In Progress,2023-12-23 07:15:14,tenant_acme
ML-20536,Impossible de se connecter,Ticket submitted in fr. Category: Access Management. Priority escalated by user.,fr,Access Management,Medium,Closed,2023-09-16 18:21:40,tenant_acme
ML-20537,Écran cassé,Ticket submitted in fr. Category: Printing. Priority escalated by user.,fr,Printing,Low,Escalated,2023-10-02 21:11:14,tenant_initech
ML-20538,No puedo iniciar sesión,Ticket submitted in es. Category: Hardware. Priority escalated by user.,es,Hardware,Critical,Escalated,2024-04-06 02:53:20,tenant_globex
ML-20539,Bildschirm defekt,Ticket submitted in de. Category: Hardware. Priority escalated by user.,de,Hardware,High,Resolved,2024-04-29 18:49:22,tenant_initech
ML-20540,Scherm kapot,Ticket submitted in nl. Category: Database. Priority escalated by user.,nl,Database,Medium,Escalated,2023-08-10 16:56:17,tenant_globex
ML-20541,Software-Zugriff benötigt,Ticket submitted in de. Category: VPN. Priority escalated by user.,de,VPN,High,Escalated,2023-09-01 09:36:13,tenant_globex
ML-20542,No puedo iniciar sesión,Ticket submitted in es. Category: Cloud. Priority escalated by user.,es,Cloud,Critical,Resolved,2024-06-13 20:59:32,tenant_globex
ML-20543,Besoin d'accès logiciel,Ticket submitted in fr. Category: Hardware. Priority escalated by user.,fr,Hardware,Low,Escalated,2023-02-20 23:11:08,tenant_acme
ML-20544,Tela quebrada,Ticket submitted in pt. Category: Access Management. Priority escalated by user.,pt,Access Management,Medium,Open,2023-11-05 12:57:21,tenant_acme
ML-20545,Não consigo fazer login,Ticket submitted in pt. Category: Printing. Priority escalated by user.,pt,Printing,Critical,Open,2023-08-05 19:23:59,tenant_initech
ML-20546,Tela quebrada,Ticket submitted in pt. Category: Access Management. Priority escalated by user.,pt,Access Management,Low,Open,2023-05-24 01:32:05,tenant_initech
ML-20547,Systeem down,Ticket submitted in nl. Category: Cloud. Priority escalated by user.,nl,Cloud,Low,In Progress,2023-08-18 14:38:30,tenant_initech
ML-20548,System down,Ticket submitted in en. Category: VPN. Priority escalated by user.,en,VPN,Critical,Open,2024-04-02 09:06:14,tenant_initech
ML-20549,Systeem down,Ticket submitted in nl. Category: Hardware. Priority escalated by user.,nl,Hardware,Medium,Closed,2024-05-07 07:27:10,tenant_acme
ML-20550,Système en panne,Ticket submitted in fr. Category: Printing. Priority escalated by user.,fr,Printing,Critical,In Progress,2023-08-28 22:32:35,tenant_initech
ML-20551,Toegang tot software nodig,Ticket submitted in nl. Category: Cloud. Priority escalated by user.,nl,Cloud,Critical,Resolved,2023-10-30 20:07:23,tenant_globex
ML-20552,Toegang tot software nodig,Ticket submitted in nl. Category: VPN. Priority escalated by user.,nl,VPN,Medium,In Progress,2023-06-05 16:00:18,tenant_acme
ML-20553,Kann mich nicht anmelden,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,High,Open,2023-01-19 00:44:34,tenant_acme
ML-20554,Scherm kapot,Ticket submitted in nl. Category: VPN. Priority escalated by user.,nl,VPN,Medium,Escalated,2024-05-09 22:31:52,tenant_globex
ML-20555,Não consigo fazer login,Ticket submitted in pt. Category: Software. Priority escalated by user.,pt,Software,Medium,Closed,2023-07-06 04:20:38,tenant_initech
ML-20556,Bildschirm defekt,Ticket submitted in de. Category: Software. Priority escalated by user.,de,Software,Medium,Open,2024-01-24 02:29:47,tenant_initech
ML-20557,Écran cassé,Ticket submitted in fr. Category: Email. Priority escalated by user.,fr,Email,Medium,Resolved,2024-02-18 18:59:41,tenant_globex
ML-20558,Need software access,Ticket submitted in en. Category: Hardware. Priority escalated by user.,en,Hardware,High,Resolved,2024-05-23 13:46:32,tenant_initech
ML-20559,Système en panne,Ticket submitted in fr. Category: Hardware. Priority escalated by user.,fr,Hardware,Critical,In Progress,2023-12-06 08:11:03,tenant_initech
ML-20560,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Database. Priority escalated by user.,fr,Database,High,Escalated,2024-05-31 13:29:46,tenant_globex
ML-20561,Écran cassé,Ticket submitted in fr. Category: VPN. Priority escalated by user.,fr,VPN,Low,Closed,2024-02-26 15:21:07,tenant_acme
ML-20562,Need software access,Ticket submitted in en. Category: Cloud. Priority escalated by user.,en,Cloud,Medium,Closed,2023-04-29 17:28:02,tenant_acme
ML-20563,Écran cassé,Ticket submitted in fr. Category: Printing. Priority escalated by user.,fr,Printing,Low,Open,2024-04-18 11:21:40,tenant_initech
ML-20564,System down,Ticket submitted in en. Category: Hardware. Priority escalated by user.,en,Hardware,Critical,In Progress,2023-01-12 03:58:39,tenant_acme
ML-20565,No puedo iniciar sesión,Ticket submitted in es. Category: Cloud. Priority escalated by user.,es,Cloud,Medium,Resolved,2024-01-18 17:51:08,tenant_initech
ML-20566,Sistema fora do ar,Ticket submitted in pt. Category: Cloud. Priority escalated by user.,pt,Cloud,Critical,In Progress,2023-07-31 18:55:24,tenant_initech
ML-20567,Software-Zugriff benötigt,Ticket submitted in de. Category: Printing. Priority escalated by user.,de,Printing,Low,Open,2023-03-21 15:12:14,tenant_globex
ML-20568,Kan niet inloggen,Ticket submitted in nl. Category: Hardware. Priority escalated by user.,nl,Hardware,Low,In Progress,2023-06-28 07:06:51,tenant_globex
ML-20569,Wachtwoord resetten,Ticket submitted in nl. Category: Hardware. Priority escalated by user.,nl,Hardware,Medium,Resolved,2023-01-04 19:03:41,tenant_globex
ML-20570,Restablecer contraseña,Ticket submitted in es. Category: Hardware. Priority escalated by user.,es,Hardware,Critical,Open,2024-03-08 22:51:58,tenant_acme
ML-20571,Need software access,Ticket submitted in en. Category: Database. Priority escalated by user.,en,Database,Low,Resolved,2024-04-26 12:31:41,tenant_initech
ML-20572,Tela quebrada,Ticket submitted in pt. Category: Security. Priority escalated by user.,pt,Security,High,Resolved,2023-10-15 16:56:17,tenant_globex
ML-20573,System down,Ticket submitted in en. Category: Email. Priority escalated by user.,en,Email,Medium,In Progress,2023-05-24 08:23:37,tenant_globex
ML-20574,Necesito acceso al software,Ticket submitted in es. Category: Email. Priority escalated by user.,es,Email,High,Resolved,2023-09-17 17:16:02,tenant_initech
ML-20575,Screen broken,Ticket submitted in en. Category: VPN. Priority escalated by user.,en,VPN,Critical,In Progress,2024-04-21 10:27:49,tenant_globex
ML-20576,Sistema caído,Ticket submitted in es. Category: Security. Priority escalated by user.,es,Security,Critical,Resolved,2023-04-16 14:11:10,tenant_acme
ML-20577,Não consigo fazer login,Ticket submitted in pt. Category: Network. Priority escalated by user.,pt,Network,Critical,Resolved,2023-11-24 13:35:50,tenant_initech
ML-20578,Need software access,Ticket submitted in en. Category: Hardware. Priority escalated by user.,en,Hardware,High,Closed,2023-01-17 12:47:09,tenant_acme
ML-20579,Cannot login,Ticket submitted in en. Category: Database. Priority escalated by user.,en,Database,Critical,Closed,2023-04-10 11:19:03,tenant_initech
ML-20580,Besoin d'accès logiciel,Ticket submitted in fr. Category: Printing. Priority escalated by user.,fr,Printing,Medium,Escalated,2024-02-25 18:46:21,tenant_initech
ML-20581,Necesito acceso al software,Ticket submitted in es. Category: Access Management. Priority escalated by user.,es,Access Management,High,Closed,2024-02-14 18:11:25,tenant_globex
ML-20582,Kan niet inloggen,Ticket submitted in nl. Category: Printing. Priority escalated by user.,nl,Printing,Critical,Closed,2023-10-12 22:31:16,tenant_acme
ML-20583,Kann mich nicht anmelden,Ticket submitted in de. Category: Software. Priority escalated by user.,de,Software,Low,Resolved,2023-12-24 03:10:04,tenant_acme
ML-20584,Impossible de se connecter,Ticket submitted in fr. Category: Database. Priority escalated by user.,fr,Database,Medium,In Progress,2023-01-31 17:15:30,tenant_initech
ML-20585,System ausgefallen,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,Low,In Progress,2023-09-11 09:40:36,tenant_initech
ML-20586,Passwort zurücksetzen,Ticket submitted in de. Category: Printing. Priority escalated by user.,de,Printing,Low,Resolved,2023-10-31 01:49:13,tenant_globex
ML-20587,Kann mich nicht anmelden,Ticket submitted in de. Category: Hardware. Priority escalated by user.,de,Hardware,Critical,Open,2024-03-06 19:17:14,tenant_initech
ML-20588,Pantalla rota,Ticket submitted in es. Category: Network. Priority escalated by user.,es,Network,High,Closed,2023-03-21 13:50:11,tenant_initech
ML-20589,Software-Zugriff benötigt,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,Critical,Resolved,2024-01-03 14:13:48,tenant_initech
ML-20590,Cannot login,Ticket submitted in en. Category: Printing. Priority escalated by user.,en,Printing,Low,Resolved,2023-03-05 14:48:55,tenant_globex
ML-20591,Sistema caído,Ticket submitted in es. Category: Database. Priority escalated by user.,es,Database,High,Open,2023-11-12 00:14:17,tenant_acme
ML-20592,Screen broken,Ticket submitted in en. Category: Cloud. Priority escalated by user.,en,Cloud,Low,Open,2023-01-09 09:29:55,tenant_acme
ML-20593,Kan niet inloggen,Ticket submitted in nl. Category: Network. Priority escalated by user.,nl,Network,High,In Progress,2023-03-20 12:42:54,tenant_globex
ML-20594,Systeem down,Ticket submitted in nl. Category: Printing. Priority escalated by user.,nl,Printing,High,Open,2023-01-31 11:12:51,tenant_acme
ML-20595,Tela quebrada,Ticket submitted in pt. Category: Software. Priority escalated by user.,pt,Software,Medium,Escalated,2023-05-04 10:17:14,tenant_initech
ML-20596,Screen broken,Ticket submitted in en. Category: Email. Priority escalated by user.,en,Email,Medium,Resolved,2024-06-16 19:01:33,tenant_globex
ML-20597,Wachtwoord resetten,Ticket submitted in nl. Category: Cloud. Priority escalated by user.,nl,Cloud,Critical,Open,2023-05-22 12:19:17,tenant_globex
ML-20598,System ausgefallen,Ticket submitted in de. Category: Printing. Priority escalated by user.,de,Printing,Medium,Open,2023-06-16 18:34:10,tenant_acme
ML-20599,Réinitialiser le mot de passe,Ticket submitted in fr. Category: VPN. Priority escalated by user.,fr,VPN,High,In Progress,2023-05-07 04:27:13,tenant_globex
ML-20600,Bildschirm defekt,Ticket submitted in de. Category: Security. Priority escalated by user.,de,Security,Medium,Open,2023-05-15 11:28:16,tenant_acme
ML-20601,Redefinir senha,Ticket submitted in pt. Category: Access Management. Priority escalated by user.,pt,Access Management,Medium,In Progress,2023-12-13 07:50:22,tenant_globex
ML-20602,Kan niet inloggen,Ticket submitted in nl. Category: Printing. Priority escalated by user.,nl,Printing,High,Open,2023-12-23 18:39:51,tenant_acme
ML-20603,Impossible de se connecter,Ticket submitted in fr. Category: Email. Priority escalated by user.,fr,Email,High,Open,2024-03-26 23:12:56,tenant_globex
ML-20604,No puedo iniciar sesión,Ticket submitted in es. Category: Email. Priority escalated by user.,es,Email,Low,In Progress,2024-04-10 10:52:00,tenant_acme
ML-20605,Software-Zugriff benötigt,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,High,Escalated,2024-01-14 02:06:32,tenant_acme
ML-20606,Redefinir senha,Ticket submitted in pt. Category: Hardware. Priority escalated by user.,pt,Hardware,Low,In Progress,2024-05-07 08:33:18,tenant_globex
ML-20607,Bildschirm defekt,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,Low,Resolved,2024-06-29 14:05:24,tenant_acme
ML-20608,Scherm kapot,Ticket submitted in nl. Category: Email. Priority escalated by user.,nl,Email,Critical,Closed,2023-11-05 05:41:44,tenant_initech
ML-20609,Preciso de acesso ao software,Ticket submitted in pt. Category: Software. Priority escalated by user.,pt,Software,High,Open,2023-07-11 02:01:21,tenant_acme
ML-20610,Necesito acceso al software,Ticket submitted in es. Category: Hardware. Priority escalated by user.,es,Hardware,High,Closed,2023-03-17 18:19:24,tenant_acme
ML-20611,Screen broken,Ticket submitted in en. Category: Email. Priority escalated by user.,en,Email,Critical,Resolved,2023-05-04 15:50:12,tenant_initech
ML-20612,Necesito acceso al software,Ticket submitted in es. Category: Email. Priority escalated by user.,es,Email,Medium,Resolved,2023-06-29 01:57:18,tenant_globex
ML-20613,Systeem down,Ticket submitted in nl. Category: Software. Priority escalated by user.,nl,Software,Medium,Escalated,2024-02-22 04:20:58,tenant_acme
ML-20614,Système en panne,Ticket submitted in fr. Category: VPN. Priority escalated by user.,fr,VPN,Medium,In Progress,2023-11-09 20:37:09,tenant_acme
ML-20615,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Hardware. Priority escalated by user.,fr,Hardware,Critical,Escalated,2023-07-23 19:57:01,tenant_initech
ML-20616,Não consigo fazer login,Ticket submitted in pt. Category: Email. Priority escalated by user.,pt,Email,High,Resolved,2023-08-04 10:08:26,tenant_globex
ML-20617,Preciso de acesso ao software,Ticket submitted in pt. Category: VPN. Priority escalated by user.,pt,VPN,High,Resolved,2023-06-11 03:31:45,tenant_acme
ML-20618,Pantalla rota,Ticket submitted in es. Category: Cloud. Priority escalated by user.,es,Cloud,Medium,Closed,2023-12-11 17:09:30,tenant_initech
ML-20619,Impossible de se connecter,Ticket submitted in fr. Category: Printing. Priority escalated by user.,fr,Printing,Low,Escalated,2024-06-04 02:48:43,tenant_acme
ML-20620,Preciso de acesso ao software,Ticket submitted in pt. Category: Hardware. Priority escalated by user.,pt,Hardware,Medium,Open,2023-07-17 09:47:52,tenant_globex
ML-20621,Kan niet inloggen,Ticket submitted in nl. Category: Cloud. Priority escalated by user.,nl,Cloud,Low,Resolved,2023-01-15 08:57:24,tenant_initech
ML-20622,Système en panne,Ticket submitted in fr. Category: Printing. Priority escalated by user.,fr,Printing,High,Closed,2023-06-25 09:52:58,tenant_initech
ML-20623,Wachtwoord resetten,Ticket submitted in nl. Category: Software. Priority escalated by user.,nl,Software,High,Closed,2023-04-04 22:56:32,tenant_globex
ML-20624,Software-Zugriff benötigt,Ticket submitted in de. Category: Printing. Priority escalated by user.,de,Printing,Critical,Escalated,2024-04-07 06:50:09,tenant_acme
ML-20625,Besoin d'accès logiciel,Ticket submitted in fr. Category: Cloud. Priority escalated by user.,fr,Cloud,Medium,In Progress,2024-03-23 19:08:45,tenant_acme
ML-20626,Impossible de se connecter,Ticket submitted in fr. Category: Network. Priority escalated by user.,fr,Network,High,Resolved,2023-04-15 11:09:27,tenant_globex
ML-20627,No puedo iniciar sesión,Ticket submitted in es. Category: VPN. Priority escalated by user.,es,VPN,Low,Closed,2023-11-11 07:15:54,tenant_initech
ML-20628,Kann mich nicht anmelden,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,High,Open,2023-08-25 11:59:37,tenant_initech
ML-20629,Tela quebrada,Ticket submitted in pt. Category: Access Management. Priority escalated by user.,pt,Access Management,High,Escalated,2023-05-23 06:58:31,tenant_acme
ML-20630,Tela quebrada,Ticket submitted in pt. Category: Database. Priority escalated by user.,pt,Database,Critical,Resolved,2024-01-19 17:35:12,tenant_initech
ML-20631,Besoin d'accès logiciel,Ticket submitted in fr. Category: Email. Priority escalated by user.,fr,Email,Critical,Open,2023-11-27 22:37:28,tenant_globex
ML-20632,Scherm kapot,Ticket submitted in nl. Category: Software. Priority escalated by user.,nl,Software,Medium,In Progress,2023-01-30 02:16:13,tenant_acme
ML-20633,System ausgefallen,Ticket submitted in de. Category: Software. Priority escalated by user.,de,Software,Medium,Closed,2023-07-12 21:41:35,tenant_globex
ML-20634,No puedo iniciar sesión,Ticket submitted in es. Category: Email. Priority escalated by user.,es,Email,High,Escalated,2024-04-22 14:29:18,tenant_globex
ML-20635,Kan niet inloggen,Ticket submitted in nl. Category: Access Management. Priority escalated by user.,nl,Access Management,Critical,Escalated,2023-02-07 03:11:00,tenant_globex
ML-20636,Preciso de acesso ao software,Ticket submitted in pt. Category: Network. Priority escalated by user.,pt,Network,Low,Open,2023-11-21 11:07:53,tenant_globex
