ticket_id,subject,description,category,priority,status,created_at,updated_at,resolved_at,resolution_hours,assigned_agent,department,resolution_notes,satisfaction_score,first_response_hours,escalated,sla_breached,tenant_id
TKT-10198,Account locked out,User reported: Account locked out. Department: Sales. Impact: Multiple users.,Security,Medium,Resolved,2023-01-13 21:39:40,2023-01-13 22:39:40,2023-01-15 18:39:40,45,Frank Davis,Finance,Hardware replaced under warranty.,5,1,False,False,tenant_globex
TKT-10199,Database backup failed,User reported: Database backup failed. Department: Legal. Impact: Company-wide.,Database,Medium,Resolved,2024-01-30 16:37:27,2024-01-31 03:37:27,2024-01-31 02:37:27,10,Alice Johnson,Engineering,Software reinstalled and patched to latest version.,2,6,False,False,tenant_initech
TKT-10200,Remote access denied,User reported: Remote access denied. Department: Operations. Impact: Department-wide.,VPN,Medium,In Progress,2023-12-26 18:08:15,2023-12-27 05:08:15,,,Frank Davis,Finance,,,5,False,False,tenant_globex
TKT-10201,Query running slowly,User reported: Query running slowly. Department: IT. Impact: Single user.,Database,Low,Escalated,2023-02-07 14:46:17,2023-02-07 22:46:17,,,Carol White,HR,,,4,False,True,tenant_initech
TKT-10202,Cannot connect to database,User reported: Cannot connect to database. Department: Operations. Impact: Department-wide.,Database,High,Escalated,2023-01-30 18:23:40,2023-01-31 03:23:40,,,David Lee,IT,,,4,False,True,tenant_globex
TKT-10203,Application crashes on startup,User reported: Application crashes on startup. Department: IT. Impact: Multiple users.,Software,Low,Resolved,2023-11-22 12:05:11,2023-11-22 15:05:11,2023-11-26 12:05:11,96,Alice Johnson,Sales,Workaround provided while permanent fix is pending.,4,8,False,False,tenant_acme
TKT-10204,Access denied to table,User reported: Access denied to table. Department: Legal. Impact: Company-wide.,Database,Low,Resolved,2024-03-28 17:12:19,2024-03-29 05:12:19,2024-04-02 16:12:19,119,Emma Brown,Finance,Escalated to L2 support for further investigation.,5,4,False,False,tenant_initech
TKT-10205,VPN not working,User reported: VPN not working. Department: Sales. Impact: Company-wide.,Network,Low,In Progress,2024-01-05 03:01:59,2024-01-05 12:01:59,,,David Lee,HR,,,4,False,False,tenant_globex
TKT-10206,Remote access denied,User reported: Remote access denied. Department: HR. Impact: Department-wide.,VPN,Medium,Resolved,2023-12-31 15:21:34,2024-01-01 01:21:34,2024-01-01 14:21:34,23,Bob Martinez,Sales,User credentials reset and access restored.,1,4,False,False,tenant_initech
TKT-10207,Role change request,User reported: Role change request. Department: Operations. Impact: Single user.,Access Management,Medium,Resolved,2023-10-28 02:32:47,2023-10-28 03:32:47,2023-10-28 11:32:47,9,Emma Brown,IT,Issue resolved by restarting the service.,5,4,True,False,tenant_acme
TKT-10208,WiFi drops frequently,User reported: WiFi drops frequently. Department: HR. Impact: Multiple users.,Network,Medium,Resolved,2024-02-21 13:16:00,2024-02-21 23:16:00,2024-02-23 03:16:00,38,David Lee,Legal,Hardware replaced under warranty.,4,4,False,True,tenant_acme
TKT-10209,Remote access denied,User reported: Remote access denied. Department: Operations. Impact: Department-wide.,VPN,High,Resolved,2023-05-07 20:17:52,2023-05-07 21:17:52,2023-05-08 20:17:52,24,Bob Martinez,Finance,User credentials reset and access restored.,1,2,True,False,tenant_acme
TKT-10210,Print quality poor,User reported: Print quality poor. Department: IT. Impact: Department-wide.,Printing,Critical,Open,2023-07-12 15:06:42,2023-07-13 03:06:42,,,,IT,,,8,False,False,tenant_globex
TKT-10211,GCP billing alert,User reported: GCP billing alert. Department: Legal. Impact: Company-wide.,Cloud,Medium,In Progress,2024-02-25 20:28:18,2024-02-25 22:28:18,,,Bob Martinez,IT,,,4,False,True,tenant_acme
TKT-10212,Possible malware detected,User reported: Possible malware detected. Department: HR. Impact: Company-wide.,Security,High,Closed,2023-04-15 07:52:09,2023-04-15 13:52:09,2023-04-15 13:52:09,6,Carol White,Sales,User credentials reset and access restored.,4,5,True,False,tenant_globex
TKT-10213,Account locked out,User reported: Account locked out. Department: Operations. Impact: Single user.,Security,Low,Closed,2023-08-27 03:30:08,2023-08-27 08:30:08,2023-08-28 04:30:08,25,David Lee,IT,Hardware replaced under warranty.,3,8,False,False,tenant_initech
TKT-10214,VPN not working,User reported: VPN not working. Department: Legal. Impact: Multiple users.,Network,Medium,Resolved,2023-05-22 18:29:42,2023-05-22 20:29:42,2023-05-23 02:29:42,8,Frank Davis,Legal,Escalated to L2 support for further investigation.,2,8,False,False,tenant_initech
TKT-10215,Driver installation failed,User reported: Driver installation failed. Department: Legal. Impact: Company-wide.,Printing,Medium,Resolved,2023-11-06 05:23:58,2023-11-06 09:23:58,2023-11-07 15:23:58,34,Carol White,Operations,Hardware replaced under warranty.,3,4,True,False,tenant_globex
TKT-10216,License expired,User reported: License expired. Department: Operations. Impact: Single user.,Software,Low,Resolved,2023-11-13 09:12:32,2023-11-13 10:12:32,2023-11-15 08:12:32,47,Frank Davis,Legal,Third-party vendor engaged for resolution.,4,4,False,False,tenant_acme
TKT-10217,Keyboard not working,User reported: Keyboard not working. Department: Finance. Impact: Department-wide.,Hardware,Low,Open,2024-05-05 10:33:12,2024-05-05 15:33:12,,,,Engineering,,,3,True,False,tenant_initech
TKT-10218,New employee onboarding,User reported: New employee onboarding. Department: Sales. Impact: Multiple users.,Access Management,Medium,Resolved,2024-05-22 02:01:15,2024-05-22 07:01:15,2024-05-23 22:01:15,44,Bob Martinez,Operations,User credentials reset and access restored.,4,4,False,False,tenant_globex
TKT-10219,Access to system needed,User reported: Access to system needed. Department: Engineering. Impact: Multiple users.,Access Management,Low,Resolved,2023-05-31 22:01:00,2023-06-01 08:01:00,2023-06-04 01:01:00,75,Alice Johnson,IT,Workaround provided while permanent fix is pending.,3,6,False,False,tenant_globex
TKT-10220,Database backup failed,User reported: Database backup failed. Department: Sales. Impact: Single user.,Database,Low,Resolved,2024-05-05 14:38:30,2024-05-06 00:38:30,2024-05-06 23:38:30,33,Frank Davis,Legal,Workaround provided while permanent fix is pending.,1,6,False,True,tenant_globex
TKT-10221,Mouse not responding,User reported: Mouse not responding. Department: Legal. Impact: Company-wide.,Hardware,Low,In Progress,2023-05-07 20:42:48,2023-05-07 23:42:48,,,David Lee,HR,,,2,False,False,tenant_acme
TKT-10222,Split tunnel configuration,User reported: Split tunnel configuration. Department: Operations. Impact: Multiple users.,VPN,Medium,Escalated,2023-08-31 11:10:32,2023-08-31 21:10:32,,,Emma Brown,Operations,,,7,False,False,tenant_acme
TKT-10223,Calendar invites not working,User reported: Calendar invites not working. Department: IT. Impact: Company-wide.,Email,Low,Resolved,2023-05-31 15:24:36,2023-06-01 03:24:36,2023-06-03 00:24:36,57,Frank Davis,Engineering,Software reinstalled and patched to latest version.,1,6,True,False,tenant_initech
TKT-10224,Unauthorized access attempt,User reported: Unauthorized access attempt. Department: Operations. Impact: Company-wide.,Security,Low,In Progress,2023-01-14 05:27:12,2023-01-14 15:27:12,,,Carol White,Finance,,,5,False,True,tenant_globex
TKT-10225,Mouse not responding,User reported: Mouse not responding. Department: HR. Impact: Company-wide.,Hardware,High,Resolved,2024-04-08 06:06:01,2024-04-08 15:06:01,2024-04-08 10:06:01,4,Carol White,Legal,Software reinstalled and patched to latest version.,2,4,True,False,tenant_initech
TKT-10226,WiFi drops frequently,User reported: WiFi drops frequently. Department: IT. Impact: Department-wide.,Network,Low,Resolved,2024-02-05 14:49:39,2024-02-06 00:49:39,2024-02-07 23:49:39,57,David Lee,Finance,Issue resolved by restarting the service.,4,7,False,True,tenant_initech
TKT-10227,Printer offline,User reported: Printer offline. Department: HR. Impact: Single user.,Printing,Low,Resolved,2023-01-23 08:34:08,2023-01-23 13:34:08,2023-01-25 11:34:08,51,Bob Martinez,HR,Network settings reconfigured.,3,4,True,False,tenant_globex
TKT-10228,Printer offline,User reported: Printer offline. Department: Sales. Impact: Single user.,Printing,Medium,Closed,2023-10-12 07:40:40,2023-10-12 13:40:40,2023-10-12 23:40:40,16,Bob Martinez,HR,Software reinstalled and patched to latest version.,3,4,False,False,tenant_initech
TKT-10229,Mouse not responding,User reported: Mouse not responding. Department: Finance. Impact: Multiple users.,Hardware,Medium,Resolved,2023-08-05 12:02:13,2023-08-05 16:02:13,2023-08-06 04:02:13,16,David Lee,HR,Escalated to L2 support for further investigation.,1,1,True,False,tenant_globex
TKT-10230,Laptop not turning on,User reported: Laptop not turning on. Department: Finance. Impact: Multiple users.,Hardware,Medium,Resolved,2023-10-30 23:40:32,2023-10-31 05:40:32,2023-11-01 02:40:32,27,Alice Johnson,Finance,Issue resolved by restarting the service.,1,3,True,True,tenant_acme
TKT-10231,Print quality poor,User reported: Print quality poor. Department: IT. Impact: Multiple users.,Printing,Medium,Open,2023-03-12 08:28:18,2023-03-12 18:28:18,,,,Operations,,,6,False,True,tenant_acme
TKT-10232,Email bouncing back,User reported: Email bouncing back. Department: Legal. Impact: Single user.,Email,Low,Resolved,2023-10-13 15:35:44,2023-10-13 17:35:44,2023-10-15 14:35:44,47,Frank Davis,HR,Hardware replaced under warranty.,3,7,False,False,tenant_acme
TKT-10233,Driver installation failed,User reported: Driver installation failed. Department: Operations. Impact: Company-wide.,Printing,Medium,In Progress,2023-01-08 21:26:09,2023-01-09 02:26:09,,,Frank Davis,Sales,,,6,True,False,tenant_acme
TKT-10234,Cannot send large attachments,User reported: Cannot send large attachments. Department: Operations. Impact: Department-wide.,Email,Medium,Resolved,2023-07-24 17:28:10,2023-07-24 23:28:10,2023-07-25 16:28:10,23,Emma Brown,Finance,Issue resolved by restarting the service.,3,8,False,False,tenant_globex
TKT-10235,Mouse not responding,User reported: Mouse not responding. Department: Finance. Impact: Company-wide.,Hardware,Low,Resolved,2023-11-17 14:27:25,2023-11-17 16:27:25,2023-11-21 16:27:25,98,Frank Davis,IT,Workaround provided while permanent fix is pending.,3,7,False,True,tenant_acme
TKT-10236,Mouse not responding,User reported: Mouse not responding. Department: Operations. Impact: Company-wide.,Hardware,Medium,In Progress,2024-05-04 14:36:21,2024-05-05 02:36:21,,,Frank Davis,Engineering,,,5,False,False,tenant_acme
TKT-10237,Paper jammed,User reported: Paper jammed. Department: Operations. Impact: Company-wide.,Printing,Critical,Escalated,2024-05-25 23:58:15,2024-05-26 02:58:15,,,David Lee,Sales,,,2,True,False,tenant_initech
TKT-10238,New employee onboarding,User reported: New employee onboarding. Department: Engineering. Impact: Multiple users.,Access Management,High,Resolved,2023-08-16 20:56:10,2023-08-17 02:56:10,2023-08-16 23:56:10,3,Emma Brown,Legal,Hardware replaced under warranty.,2,6,True,False,tenant_initech
TKT-10239,Monitor flickering,User reported: Monitor flickering. Department: Legal. Impact: Multiple users.,Hardware,Low,Resolved,2023-01-07 14:21:00,2023-01-07 21:21:00,2023-01-12 00:21:00,106,Carol White,Operations,User credentials reset and access restored.,1,7,False,False,tenant_globex
TKT-10240,Suspicious email received,User reported: Suspicious email received. Department: Engineering. Impact: Company-wide.,Security,Critical,In Progress,2023-09-25 15:34:10,2023-09-25 21:34:10,,,Frank Davis,Sales,,,4,False,False,tenant_acme
TKT-10241,Cannot connect to internet,User reported: Cannot connect to internet. Department: Operations. Impact: Multiple users.,Network,Low,Resolved,2023-10-17 12:53:42,2023-10-17 16:53:42,2023-10-19 12:53:42,48,Carol White,Engineering,User credentials reset and access restored.,5,6,False,False,tenant_initech
TKT-10242,AWS instance not responding,User reported: AWS instance not responding. Department: Finance. Impact: Multiple users.,Cloud,High,Closed,2023-02-01 00:07:31,2023-02-01 03:07:31,2023-02-01 06:07:31,6,Emma Brown,Operations,Hardware replaced under warranty.,3,6,False,False,tenant_initech
TKT-10243,Cannot install software,User reported: Cannot install software. Department: IT. Impact: Single user.,Software,Medium,In Progress,2023-06-13 06:11:34,2023-06-13 15:11:34,,,Alice Johnson,HR,,,6,False,True,tenant_acme
TKT-10244,VPN slow performance,User reported: VPN slow performance. Department: HR. Impact: Company-wide.,VPN,Medium,Open,2023-07-21 19:49:53,2023-07-21 20:49:53,,,,Operations,,,4,False,False,tenant_globex
TKT-10245,Keyboard not working,User reported: Keyboard not working. Department: Sales. Impact: Department-wide.,Hardware,Low,Open,2024-05-26 03:38:19,2024-05-26 10:38:19,,,,Sales,,,2,False,False,tenant_acme
TKT-10246,Application crashes on startup,User reported: Application crashes on startup. Department: Operations. Impact: Department-wide.,Software,Low,In Progress,2023-10-16 06:54:56,2023-10-16 14:54:56,,,David Lee,Sales,,,6,False,False,tenant_acme
TKT-10247,Application crashes on startup,User reported: Application crashes on startup. Department: Legal. Impact: Multiple users.,Software,Medium,Resolved,2024-05-14 03:59:20,2024-05-14 14:59:20,2024-05-14 17:59:20,14,Emma Brown,Sales,User credentials reset and access restored.,1,5,False,False,tenant_acme
TKT-10248,Monitor flickering,User reported: Monitor flickering. Department: Operations. Impact: Department-wide.,Hardware,High,In Progress,2024-05-09 09:39:52,2024-05-09 20:39:52,,,Alice Johnson,IT,,,3,False,False,tenant_globex
TKT-10249,Spam filter too aggressive,User reported: Spam filter too aggressive. Department: Engineering. Impact: Multiple users.,Email,High,Closed,2024-02-27 21:17:34,2024-02-28 04:17:34,2024-02-28 09:17:34,12,Alice Johnson,Legal,Configuration updated and verified working.,2,3,True,False,tenant_acme
TKT-10250,Possible malware detected,User reported: Possible malware detected. Department: HR. Impact: Company-wide.,Security,Low,In Progress,2023-08-30 04:58:57,2023-08-30 07:58:57,,,Frank Davis,Sales,,,8,True,False,tenant_globex
TKT-10251,Cannot find printer on network,User reported: Cannot find printer on network. Department: HR. Impact: Company-wide.,Printing,Low,Resolved,2023-02-01 08:04:02,2023-02-01 18:04:02,2023-02-03 04:04:02,44,David Lee,Legal,Workaround provided while permanent fix is pending.,1,5,False,False,tenant_initech
TKT-10252,Remote access denied,User reported: Remote access denied. Department: IT. Impact: Department-wide.,VPN,High,In Progress,2023-10-31 11:33:05,2023-10-31 22:33:05,,,Frank Davis,Finance,,,1,False,False,tenant_initech
TKT-10253,New employee onboarding,User reported: New employee onboarding. Department: Engineering. Impact: Company-wide.,Access Management,Critical,Resolved,2023-02-11 03:40:59,2023-02-11 15:40:59,2023-02-11 06:40:59,3,Frank Davis,IT,User credentials reset and access restored.,4,1,False,False,tenant_acme
TKT-10254,Kubernetes pod failing,User reported: Kubernetes pod failing. Department: Operations. Impact: Department-wide.,Cloud,High,Resolved,2023-09-03 23:39:03,2023-09-04 08:39:03,2023-09-04 23:39:03,24,Bob Martinez,Engineering,Hardware replaced under warranty.,4,4,False,True,tenant_initech
TKT-10255,Cannot send large attachments,User reported: Cannot send large attachments. Department: Legal. Impact: Department-wide.,Email,Medium,Resolved,2023-01-19 10:14:02,2023-01-19 19:14:02,2023-01-21 08:14:02,46,Alice Johnson,Operations,Escalated to L2 support for further investigation.,5,8,True,False,tenant_initech
TKT-10256,Split tunnel configuration,User reported: Split tunnel configuration. Department: Engineering. Impact: Company-wide.,VPN,Low,Resolved,2023-12-18 19:39:13,2023-12-18 23:39:13,2023-12-21 18:39:13,71,David Lee,Operations,Workaround provided while permanent fix is pending.,5,6,False,False,tenant_globex
TKT-10257,Possible malware detected,User reported: Possible malware detected. Department: Operations. Impact: Company-wide.,Security,Low,Closed,2023-04-06 20:41:21,2023-04-07 08:41:21,2023-04-10 22:41:21,98,Emma Brown,Legal,Software reinstalled and patched to latest version.,4,3,False,False,tenant_initech
TKT-10258,WiFi drops frequently,User reported: WiFi drops frequently. Department: Finance. Impact: Single user.,Network,Low,Closed,2024-03-07 16:08:06,2024-03-07 20:08:06,2024-03-11 22:08:06,102,David Lee,Engineering,Hardware replaced under warranty.,3,3,True,False,tenant_initech
TKT-10259,Kubernetes pod failing,User reported: Kubernetes pod failing. Department: IT. Impact: Multiple users.,Cloud,Low,In Progress,2023-10-11 19:38:50,2023-10-11 22:38:50,,,David Lee,HR,,,5,False,False,tenant_initech
TKT-10260,Account locked out,User reported: Account locked out. Department: Finance. Impact: Single user.,Security,High,In Progress,2024-06-25 07:55:51,2024-06-25 15:55:51,,,Bob Martinez,HR,,,5,False,False,tenant_initech
TKT-10261,VPN timeout issues,User reported: VPN timeout issues. Department: Sales. Impact: Multiple users.,VPN,High,Resolved,2024-04-06 06:22:01,2024-04-06 13:22:01,2024-04-07 02:22:01,20,Alice Johnson,Engineering,"Issue was user error, provided training.",5,2,False,False,tenant_globex
TKT-10262,Spam filter too aggressive,User reported: Spam filter too aggressive. Department: Finance. Impact: Single user.,Email,Critical,In Progress,2023-10-08 04:22:25,2023-10-08 14:22:25,,,Bob Martinez,HR,,,5,False,False,tenant_acme
TKT-10263,VPN not working,User reported: VPN not working. Department: Engineering. Impact: Company-wide.,Network,Low,Resolved,2023-10-24 15:15:30,2023-10-24 21:15:30,2023-10-28 01:15:30,82,Bob Martinez,Sales,Third-party vendor engaged for resolution.,4,6,False,True,tenant_globex
TKT-10264,Laptop not turning on,User reported: Laptop not turning on. Department: Legal. Impact: Multiple users.,Hardware,Low,In Progress,2023-01-21 10:27:13,2023-01-21 20:27:13,,,Frank Davis,Finance,,,4,False,False,tenant_globex
TKT-10265,Cannot access shared drive,User reported: Cannot access shared drive. Department: Legal. Impact: Multiple users.,Network,High,Closed,2023-07-20 02:50:20,2023-07-20 08:50:20,2023-07-20 22:50:20,20,Bob Martinez,IT,"Issue was user error, provided training.",4,1,False,False,tenant_initech
TKT-10266,Slow network speed,User reported: Slow network speed. Department: Engineering. Impact: Department-wide.,Network,Low,Resolved,2024-04-06 16:16:37,2024-04-07 00:16:37,2024-04-09 12:16:37,68,Frank Davis,HR,Configuration updated and verified working.,3,2,False,True,tenant_acme
TKT-10267,Paper jammed,User reported: Paper jammed. Department: Legal. Impact: Company-wide.,Printing,High,In Progress,2023-09-28 09:51:54,2023-09-28 16:51:54,,,David Lee,Finance,,,5,False,False,tenant_globex
TKT-10268,Outlook not syncing,User reported: Outlook not syncing. Department: Operations. Impact: Company-wide.,Email,Critical,Resolved,2023-04-12 09:09:44,2023-04-12 10:09:44,2023-04-12 16:09:44,7,Alice Johnson,Finance,Issue resolved by restarting the service.,4,7,False,False,tenant_initech
TKT-10269,Split tunnel configuration,User reported: Split tunnel configuration. Department: IT. Impact: Department-wide.,VPN,Medium,Open,2023-01-20 01:25:17,2023-01-20 07:25:17,,,,Legal,,,2,True,False,tenant_acme
TKT-10270,VPN timeout issues,User reported: VPN timeout issues. Department: HR. Impact: Department-wide.,VPN,Medium,In Progress,2024-04-15 08:03:38,2024-04-15 13:03:38,,,Frank Davis,Finance,,,8,False,False,tenant_acme
TKT-10271,Print quality poor,User reported: Print quality poor. Department: HR. Impact: Multiple users.,Printing,Medium,Closed,2023-07-21 21:38:06,2023-07-21 23:38:06,2023-07-23 08:38:06,35,Bob Martinez,Legal,Hardware replaced under warranty.,4,8,False,False,tenant_globex
TKT-10272,Calendar invites not working,User reported: Calendar invites not working. Department: Sales. Impact: Multiple users.,Email,Medium,In Progress,2023-01-16 00:17:29,2023-01-16 06:17:29,,,Alice Johnson,IT,,,5,False,False,tenant_initech
TKT-10273,Monitor flickering,User reported: Monitor flickering. Department: Operations. Impact: Single user.,Hardware,Low,In Progress,2024-04-16 07:21:59,2024-04-16 13:21:59,,,David Lee,IT,,,7,False,False,tenant_globex
TKT-10274,Offboarding checklist,User reported: Offboarding checklist. Department: IT. Impact: Department-wide.,Access Management,Critical,Resolved,2024-02-16 21:16:57,2024-02-16 22:16:57,2024-02-17 05:16:57,8,Carol White,HR,User credentials reset and access restored.,5,4,False,False,tenant_globex
TKT-10275,Unauthorized access attempt,User reported: Unauthorized access attempt. Department: Finance. Impact: Single user.,Security,Medium,In Progress,2023-09-22 16:42:41,2023-09-22 23:42:41,,,Frank Davis,Operations,,,5,False,False,tenant_initech
TKT-10276,VPN not working,User reported: VPN not working. Department: HR. Impact: Single user.,Network,Low,Open,2023-03-30 13:15:05,2023-03-31 00:15:05,,,,IT,,,5,False,False,tenant_acme
TKT-10277,Remote access denied,User reported: Remote access denied. Department: Finance. Impact: Multiple users.,VPN,Low,Closed,2023-10-24 14:45:16,2023-10-24 23:45:16,2023-10-28 15:45:16,97,David Lee,Legal,"Issue was user error, provided training.",4,3,False,False,tenant_globex
TKT-10278,Print quality poor,User reported: Print quality poor. Department: Legal. Impact: Company-wide.,Printing,Low,Open,2024-05-31 00:31:22,2024-05-31 06:31:22,,,,IT,,,1,False,False,tenant_acme
TKT-10279,Kubernetes pod failing,User reported: Kubernetes pod failing. Department: HR. Impact: Department-wide.,Cloud,Low,Open,2023-07-01 19:22:22,2023-07-01 23:22:22,,,,IT,,,4,False,True,tenant_acme
TKT-10280,Database backup failed,User reported: Database backup failed. Department: Finance. Impact: Multiple users.,Database,High,Resolved,2024-01-09 03:49:10,2024-01-09 12:49:10,2024-01-09 18:49:10,15,Emma Brown,IT,Network settings reconfigured.,2,2,True,False,tenant_globex
TKT-10281,Paper jammed,User reported: Paper jammed. Department: IT. Impact: Department-wide.,Printing,Low,In Progress,2023-08-29 10:58:05,2023-08-29 14:58:05,,,Emma Brown,Engineering,,,6,False,True,tenant_globex
TKT-10282,Password reset required,User reported: Password reset required. Department: Legal. Impact: Department-wide.,Security,Medium,In Progress,2023-05-22 03:01:19,2023-05-22 14:01:19,,,Alice Johnson,Sales,,,6,False,False,tenant_globex
TKT-10283,Calendar invites not working,User reported: Calendar invites not working. Department: IT. Impact: Single user.,Email,Medium,In Progress,2023-11-09 19:14:14,2023-11-10 04:14:14,,,Carol White,Legal,,,7,True,False,tenant_initech
TKT-10284,GCP billing alert,User reported: GCP billing alert. Department: Operations. Impact: Department-wide.,Cloud,High,Escalated,2023-08-10 22:41:09,2023-08-11 00:41:09,,,Alice Johnson,HR,,,6,False,False,tenant_globex
TKT-10285,Two-factor auth not working,User reported: Two-factor auth not working. Department: Finance. Impact: Department-wide.,VPN,High,Resolved,2023-11-21 10:31:21,2023-11-21 21:31:21,2023-11-22 06:31:21,20,Frank Davis,Sales,Software reinstalled and patched to latest version.,3,5,False,True,tenant_acme
TKT-10286,Application crashes on startup,User reported: Application crashes on startup. Department: HR. Impact: Company-wide.,Software,Medium,Open,2023-08-28 06:44:26,2023-08-28 16:44:26,,,,HR,,,3,True,True,tenant_acme
TKT-10287,Kubernetes pod failing,User reported: Kubernetes pod failing. Department: IT. Impact: Single user.,Cloud,Low,Resolved,2023-04-22 10:26:21,2023-04-22 16:26:21,2023-04-24 07:26:21,45,Carol White,Sales,Network settings reconfigured.,4,2,False,True,tenant_acme
TKT-10288,Data corruption detected,User reported: Data corruption detected. Department: HR. Impact: Department-wide.,Database,Low,Resolved,2023-08-12 14:52:59,2023-08-12 16:52:59,2023-08-14 10:52:59,44,Emma Brown,HR,Workaround provided while permanent fix is pending.,3,1,False,True,tenant_acme
TKT-10289,Password reset required,User reported: Password reset required. Department: IT. Impact: Multiple users.,Security,Critical,In Progress,2023-02-23 23:35:38,2023-02-24 01:35:38,,,Emma Brown,Finance,,,3,False,False,tenant_initech
TKT-10290,Software update failed,User reported: Software update failed. Department: IT. Impact: Company-wide.,Software,Medium,Resolved,2024-04-24 16:23:27,2024-04-24 19:23:27,2024-04-25 16:23:27,24,Carol White,IT,Third-party vendor engaged for resolution.,4,7,False,True,tenant_initech
TKT-10291,Unauthorized access attempt,User reported: Unauthorized access attempt. Department: Engineering. Impact: Single user.,Security,Medium,In Progress,2024-03-16 03:01:01,2024-03-16 14:01:01,,,Emma Brown,Engineering,,,8,False,False,tenant_globex
TKT-10292,Error code 0x80070057,User reported: Error code 0x80070057. Department: IT. Impact: Company-wide.,Software,Low,Closed,2024-01-10 09:26:15,2024-01-10 11:26:15,2024-01-15 00:26:15,111,Bob Martinez,Sales,Hardware replaced under warranty.,2,1,True,False,tenant_globex
TKT-10293,Suspicious email received,User reported: Suspicious email received. Department: IT. Impact: Single user.,Security,Medium,Resolved,2023-04-05 09:18:33,2023-04-05 10:18:33,2023-04-07 08:18:33,47,David Lee,Legal,Issue resolved by restarting the service.,2,3,False,True,tenant_globex
TKT-10294,VPN not working,User reported: VPN not working. Department: Operations. Impact: Department-wide.,Network,High,Escalated,2023-10-22 11:17:08,2023-10-22 23:17:08,,,Carol White,Sales,,,6,False,False,tenant_globex
TKT-10295,Slow network speed,User reported: Slow network speed. Department: IT. Impact: Single user.,Network,High,In Progress,2023-06-29 13:33:02,2023-06-29 16:33:02,,,Emma Brown,IT,,,8,True,False,tenant_initech
TKT-10296,Database backup failed,User reported: Database backup failed. Department: Sales. Impact: Multiple users.,Database,High,Resolved,2023-01-28 12:57:44,2023-01-28 17:57:44,2023-01-28 16:57:44,4,David Lee,IT,Third-party vendor engaged for resolution.,2,5,True,False,tenant_globex
TKT-10297,Cannot access shared drive,User reported: Cannot access shared drive. Department: Legal. Impact: Multiple users.,Network,Low,Resolved,2023-09-22 15:25:59,2023-09-22 22:25:59,2023-09-23 20:25:59,29,Emma Brown,HR,Network settings reconfigured.,4,5,False,False,tenant_initech
TKT-10298,Laptop not turning on,User reported: Laptop not turning on. Department: Legal. Impact: Department-wide.,Hardware,Medium,Open,2023-04-14 01:59:38,2023-04-14 12:59:38,,,,Legal,,,1,False,False,tenant_acme
TKT-10299,Cannot find printer on network,User reported: Cannot find printer on network. Department: Finance. Impact: Single user.,Printing,Medium,Resolved,2023-06-16 11:26:42,2023-06-16 20:26:42,2023-06-18 09:26:42,46,David Lee,Finance,Escalated to L2 support for further investigation.,5,1,False,True,tenant_acme
TKT-10300,Account locked out,User reported: Account locked out. Department: IT. Impact: Multiple users.,Security,Critical,In Progress,2023-09-29 09:13:16,2023-09-29 11:13:16,,,Bob Martinez,Legal,,,5,False,False,tenant_globex
TKT-10301,Spam filter too aggressive,User reported: Spam filter too aggressive. Department: Finance. Impact: Single user.,Email,Medium,In Progress,2024-06-27 01:16:46,2024-06-27 10:16:46,,,Emma Brown,Finance,,,8,False,False,tenant_globex
TKT-10302,Cannot send large attachments,User reported: Cannot send large attachments. Department: Finance. Impact: Company-wide.,Email,Low,Resolved,2024-06-04 07:30:53,2024-06-04 14:30:53,2024-06-07 19:30:53,84,Alice Johnson,Legal,Configuration updated and verified working.,1,8,False,False,tenant_initech
TKT-10303,Account locked out,User reported: Account locked out. Department: HR. Impact: Company-wide.,Security,Medium,In Progress,2023-01-15 02:03:10,2023-01-15 09:03:10,,,Emma Brown,IT,,,1,False,False,tenant_initech
TKT-10304,Cannot connect to internet,User reported: Cannot connect to internet. Department: Legal. Impact: Multiple users.,Network,Critical,In Progress,2023-12-07 07:21:43,2023-12-07 19:21:43,,,Bob Martinez,Legal,,,8,False,True,tenant_initech
TKT-10305,Cannot find printer on network,User reported: Cannot find printer on network. Department: Sales. Impact: Single user.,Printing,Critical,Resolved,2024-04-02 18:35:16,2024-04-03 00:35:16,2024-04-02 21:35:16,3,Emma Brown,Sales,Workaround provided while permanent fix is pending.,1,2,False,False,tenant_initech
TKT-10306,Role change request,User reported: Role change request. Department: IT. Impact: Single user.,Access Management,Medium,Escalated,2023-10-01 15:27:31,2023-10-01 20:27:31,,,Frank Davis,Finance,,,7,False,False,tenant_acme
TKT-10307,Access to system needed,User reported: Access to system needed. Department: Legal. Impact: Multiple users.,Access Management,Low,Escalated,2023-04-21 18:11:56,2023-04-21 19:11:56,,,David Lee,Operations,,,1,True,False,tenant_acme
TKT-10308,Keyboard not working,User reported: Keyboard not working. Department: Operations. Impact: Multiple users.,Hardware,Medium,Closed,2024-02-17 18:39:31,2024-02-18 04:39:31,2024-02-19 02:39:31,32,Bob Martinez,IT,Configuration updated and verified working.,3,4,False,True,tenant_initech
TKT-10309,Calendar invites not working,User reported: Calendar invites not working. Department: Engineering. Impact: Department-wide.,Email,High,Resolved,2023-03-13 13:28:29,2023-03-13 20:28:29,2023-03-13 19:28:29,6,Bob Martinez,Sales,Third-party vendor engaged for resolution.,5,2,False,False,tenant_globex
