ticket_id,created_at,category,priority,resolved,resolution_hours
TS-31326,2022-02-14 04:48:00,Network,Low,True,84
TS-31327,2022-02-14 05:36:00,VPN,Critical,True,34
TS-31328,2022-02-14 06:24:00,Software,Critical,True,47
TS-31329,2022-02-14 07:12:00,Hardware,Low,True,19
TS-31330,2022-02-14 08:00:00,Printing,Low,False,62
TS-31331,2022-02-14 08:48:00,Software,Medium,True,45
TS-31332,2022-02-14 09:36:00,Security,High,True,72
TS-31333,2022-02-14 10:24:00,Cloud,Critical,True,8
TS-31334,2022-02-14 11:12:00,Network,Medium,False,63
TS-31335,2022-02-14 12:00:00,Software,Critical,True,27
TS-31336,2022-02-14 12:48:00,Network,High,False,68
TS-31337,2022-02-14 13:36:00,Printing,Medium,False,69
TS-31338,2022-02-14 14:24:00,Hardware,Medium,True,30
TS-31339,2022-02-14 15:12:00,Hardware,Medium,True,14
TS-31340,2022-02-14 16:00:00,Security,High,True,10
TS-31341,2022-02-14 16:48:00,Network,Medium,True,86
TS-31342,2022-02-14 17:36:00,Cloud,Medium,True,47
TS-31343,2022-02-14 18:24:00,Cloud,Medium,True,86
TS-31344,2022-02-14 19:12:00,Security,Medium,True,15
TS-31345,2022-02-14 20:00:00,Database,Medium,True,7
TS-31346,2022-02-14 20:48:00,Network,Medium,True,21
TS-31347,2022-02-14 21:36:00,Printing,Medium,True,37
TS-31348,2022-02-14 22:24:00,Hardware,Medium,True,54
TS-31349,2022-02-14 23:12:00,Database,High,True,29
TS-31350,2022-02-15 00:00:00,Email,Low,True,15
TS-31351,2022-02-15 00:48:00,Database,Medium,True,76
TS-31352,2022-02-15 01:36:00,Database,High,True,63
TS-31353,2022-02-15 02:24:00,Database,Medium,True,88
TS-31354,2022-02-15 03:12:00,Database,Low,True,47
TS-31355,2022-02-15 04:00:00,Access Management,High,True,56
TS-31356,2022-02-15 04:48:00,Network,Medium,True,35
TS-31357,2022-02-15 05:36:00,Email,Medium,True,22
TS-31358,2022-02-15 06:24:00,Hardware,Medium,True,17
TS-31359,2022-02-15 07:12:00,Cloud,High,True,40
TS-31360,2022-02-15 08:00:00,Printing,Low,True,25
TS-31361,2022-02-15 08:48:00,Access Management,Low,True,47
TS-31362,2022-02-15 09:36:00,Security,Medium,True,47
TS-31363,2022-02-15 10:24:00,Network,High,False,73
TS-31364,2022-02-15 11:12:00,Email,Low,True,44
TS-31365,2022-02-15 12:00:00,Hardware,Low,True,13
TS-31366,2022-02-15 12:48:00,VPN,Medium,True,21
TS-31367,2022-02-15 13:36:00,Cloud,Medium,True,13
TS-31368,2022-02-15 14:24:00,Printing,High,False,32
TS-31369,2022-02-15 15:12:00,Hardware,Medium,True,43
TS-31370,2022-02-15 16:00:00,Database,High,True,8
TS-31371,2022-02-15 16:48:00,Access Management,Low,False,15
TS-31372,2022-02-15 17:36:00,Hardware,Medium,True,82
TS-31373,2022-02-15 18:24:00,Printing,Medium,True,59
TS-31374,2022-02-15 19:12:00,VPN,Medium,True,68
TS-31375,2022-02-15 20:00:00,VPN,Critical,True,9
TS-31376,2022-02-15 20:48:00,Printing,Low,False,48
TS-31377,2022-02-15 21:36:00,Software,Medium,True,66
TS-31378,2022-02-15 22:24:00,Access Management,Low,False,54
TS-31379,2022-02-15 23:12:00,VPN,Medium,True,45
TS-31380,2022-02-16 00:00:00,Cloud,Medium,True,10
TS-31381,2022-02-16 00:48:00,Email,Low,False,33
TS-31382,2022-02-16 01:36:00,Software,Medium,False,12
TS-31383,2022-02-16 02:24:00,VPN,Low,False,12
TS-31384,2022-02-16 03:12:00,Security,Low,False,35
TS-31385,2022-02-16 04:00:00,Database,Medium,True,89
TS-31386,2022-02-16 04:48:00,Access Management,Low,False,89
TS-31387,2022-02-16 05:36:00,Database,Critical,True,1
TS-31388,2022-02-16 06:24:00,VPN,Low,True,45
TS-31389,2022-02-16 07:12:00,Email,Medium,True,44
TS-31390,2022-02-16 08:00:00,Email,Low,True,44
TS-31391,2022-02-16 08:48:00,Hardware,Low,False,6
TS-31392,2022-02-16 09:36:00,Email,Medium,True,60
TS-31393,2022-02-16 10:24:00,Network,Medium,True,63
TS-31394,2022-02-16 11:12:00,Security,Low,False,51
TS-31395,2022-02-16 12:00:00,Email,Medium,True,48
TS-31396,2022-02-16 12:48:00,Software,Low,True,24
TS-31397,2022-02-16 13:36:00,Security,High,True,49
TS-31398,2022-02-16 14:24:00,Hardware,Medium,True,41
TS-31399,2022-02-16 15:12:00,Printing,High,True,45
TS-31400,2022-02-16 16:00:00,Access Management,Medium,True,53
TS-31401,2022-02-16 16:48:00,Cloud,Low,True,86
TS-31402,2022-02-16 17:36:00,Cloud,Critical,False,17
TS-31403,2022-02-16 18:24:00,Security,Low,True,32
TS-31404,2022-02-16 19:12:00,Database,Low,True,86
TS-31405,2022-02-16 20:00:00,Access Management,Low,False,42
TS-31406,2022-02-16 20:48:00,Database,Low,True,2
TS-31407,2022-02-16 21:36:00,Email,Low,True,93
TS-31408,2022-02-16 22:24:00,Email,Low,True,50
TS-31409,2022-02-16 23:12:00,Email,Low,True,58
TS-31410,2022-02-17 00:00:00,Cloud,Low,True,71
TS-31411,2022-02-17 00:48:00,Printing,Low,True,38
TS-31412,2022-02-17 01:36:00,Security,Low,True,17
TS-31413,2022-02-17 02:24:00,Email,Medium,False,89
TS-31414,2022-02-17 03:12:00,Network,Medium,True,81
TS-31415,2022-02-17 04:00:00,Database,Critical,True,9
TS-31416,2022-02-17 04:48:00,Software,Low,True,71
TS-31417,2022-02-17 05:36:00,Hardware,Low,True,38
TS-31418,2022-02-17 06:24:00,Email,Medium,True,69
TS-31419,2022-02-17 07:12:00,Network,Medium,True,26
TS-31420,2022-02-17 08:00:00,Email,High,True,48
TS-31421,2022-02-17 08:48:00,Security,Medium,False,96
TS-31422,2022-02-17 09:36:00,Software,Medium,True,10
TS-31423,2022-02-17 10:24:00,Hardware,Medium,False,26
TS-31424,2022-02-17 11:12:00,Access Management,Medium,False,66
TS-31425,2022-02-17 12:00:00,Hardware,Low,True,13
TS-31426,2022-02-17 12:48:00,Software,Medium,True,43
TS-31427,2022-02-17 13:36:00,Cloud,Critical,False,65
TS-31428,2022-02-17 14:24:00,Access Management,High,True,31
TS-31429,2022-02-17 15:12:00,Database,Medium,True,11
TS-31430,2022-02-17 16:00:00,VPN,Low,True,32
TS-31431,2022-02-17 16:48:00,Cloud,Medium,False,36
TS-31432,2022-02-17 17:36:00,Database,Critical,True,96
TS-31433,2022-02-17 18:24:00,Database,Medium,False,28
TS-31434,2022-02-17 19:12:00,Printing,Medium,True,14
TS-31435,2022-02-17 20:00:00,Cloud,Low,True,10
TS-31436,2022-02-17 20:48:00,Database,Medium,True,44
TS-31437,2022-02-17 21:36:00,Network,Low,True,45
TS-31438,2022-02-17 22:24:00,VPN,Critical,True,8
TS-31439,2022-02-17 23:12:00,Email,Low,True,44
TS-31440,2022-02-18 00:00:00,Security,Medium,True,32
TS-31441,2022-02-18 00:48:00,Network,Medium,True,25
TS-31442,2022-02-18 01:36:00,Email,Low,True,2
TS-31443,2022-02-18 02:24:00,Printing,Low,False,79
TS-31444,2022-02-18 03:12:00,Email,Critical,True,34
TS-31445,2022-02-18 04:00:00,Network,High,True,36
TS-31446,2022-02-18 04:48:00,Email,Medium,True,31
TS-31447,2022-02-18 05:36:00,Software,Low,False,5
TS-31448,2022-02-18 06:24:00,Hardware,Low,True,76
TS-31449,2022-02-18 07:12:00,Software,Medium,True,87
TS-31450,2022-02-18 08:00:00,Cloud,Low,True,69
TS-31451,2022-02-18 08:48:00,Access Management,Low,False,55
TS-31452,2022-02-18 09:36:00,Cloud,Medium,True,85
TS-31453,2022-02-18 10:24:00,Network,Medium,True,31
TS-31454,2022-02-18 11:12:00,Access Management,Medium,True,46
TS-31455,2022-02-18 12:00:00,Hardware,Medium,False,39
TS-31456,2022-02-18 12:48:00,VPN,High,True,84
TS-31457,2022-02-18 13:36:00,Access Management,High,True,68
TS-31458,2022-02-18 14:24:00,VPN,Medium,True,9
TS-31459,2022-02-18 15:12:00,Network,High,True,57
TS-31460,2022-02-18 16:00:00,Software,Medium,False,40
TS-31461,2022-02-18 16:48:00,Security,High,True,56
TS-31462,2022-02-18 17:36:00,Security,Critical,True,90
TS-31463,2022-02-18 18:24:00,Hardware,Low,True,24
TS-31464,2022-02-18 19:12:00,Software,Medium,True,29
TS-31465,2022-02-18 20:00:00,Printing,High,False,96
TS-31466,2022-02-18 20:48:00,Database,High,False,85
TS-31467,2022-02-18 21:36:00,Software,Low,True,69
TS-31468,2022-02-18 22:24:00,Cloud,Low,True,4
TS-31469,2022-02-18 23:12:00,Email,Medium,False,49
TS-31470,2022-02-19 00:00:00,Hardware,Medium,False,30
TS-31471,2022-02-19 00:48:00,Database,Medium,True,67
TS-31472,2022-02-19 01:36:00,Cloud,Low,True,64
TS-31473,2022-02-19 02:24:00,Printing,Low,True,89
TS-31474,2022-02-19 03:12:00,Printing,Medium,True,79
TS-31475,2022-02-19 04:00:00,Software,High,True,79
TS-31476,2022-02-19 04:48:00,VPN,Low,False,36
TS-31477,2022-02-19 05:36:00,Email,Critical,True,19
TS-31478,2022-02-19 06:24:00,Database,Critical,False,83
TS-31479,2022-02-19 07:12:00,Access Management,Medium,True,9
TS-31480,2022-02-19 08:00:00,Printing,High,False,72
TS-31481,2022-02-19 08:48:00,Software,Critical,True,9
TS-31482,2022-02-19 09:36:00,Access Management,Medium,True,58
TS-31483,2022-02-19 10:24:00,Email,Low,True,37
TS-31484,2022-02-19 11:12:00,Printing,Low,True,34
TS-31485,2022-02-19 12:00:00,Network,Medium,True,41
TS-31486,2022-02-19 12:48:00,Email,Medium,False,84
TS-31487,2022-02-19 13:36:00,Security,Low,False,71
TS-31488,2022-02-19 14:24:00,Cloud,Medium,True,62
TS-31489,2022-02-19 15:12:00,Cloud,Medium,False,20
TS-31490,2022-02-19 16:00:00,VPN,Low,True,45
TS-31491,2022-02-19 16:48:00,Database,Medium,True,27
TS-31492,2022-02-19 17:36:00,VPN,Medium,True,25
TS-31493,2022-02-19 18:24:00,VPN,Low,True,20
TS-31494,2022-02-19 19:12:00,Database,Medium,False,15
TS-31495,2022-02-19 20:00:00,Cloud,High,True,55
TS-31496,2022-02-19 20:48:00,Database,Low,False,38
TS-31497,2022-02-19 21:36:00,Database,Low,False,86
TS-31498,2022-02-19 22:24:00,Email,Medium,True,61
TS-31499,2022-02-19 23:12:00,VPN,Low,True,75
TS-31500,2022-02-20 00:00:00,Email,Medium,True,19
TS-31501,2022-02-20 00:48:00,Access Management,Medium,True,1
TS-31502,2022-02-20 01:36:00,Database,Medium,False,74
TS-31503,2022-02-20 02:24:00,Cloud,Medium,False,72
TS-31504,2022-02-20 03:12:00,Software,Medium,True,67
TS-31505,2022-02-20 04:00:00,Hardware,High,True,35
TS-31506,2022-02-20 04:48:00,Software,Critical,True,3
TS-31507,2022-02-20 05:36:00,Security,High,True,43
TS-31508,2022-02-20 06:24:00,Cloud,Medium,True,21
TS-31509,2022-02-20 07:12:00,Software,Low,True,92
TS-31510,2022-02-20 08:00:00,Security,Medium,True,50
TS-31511,2022-02-20 08:48:00,Security,Low,True,55
TS-31512,2022-02-20 09:36:00,Security,High,True,69
TS-31513,2022-02-20 10:24:00,Access Management,Critical,True,35
TS-31514,2022-02-20 11:12:00,Network,Critical,False,18
TS-31515,2022-02-20 12:00:00,Database,Low,True,52
TS-31516,2022-02-20 12:48:00,VPN,Medium,True,4
TS-31517,2022-02-20 13:36:00,Database,Low,True,62
TS-31518,2022-02-20 14:24:00,Access Management,Low,True,12
TS-31519,2022-02-20 15:12:00,Printing,High,True,17
TS-31520,2022-02-20 16:00:00,Email,Low,True,75
TS-31521,2022-02-20 16:48:00,Software,Medium,True,26
TS-31522,2022-02-20 17:36:00,Database,Low,True,30
TS-31523,2022-02-20 18:24:00,Printing,High,True,4
TS-31524,2022-02-20 19:12:00,Printing,Critical,False,13
TS-31525,2022-02-20 20:00:00,Printing,Low,True,86
TS-31526,2022-02-20 20:48:00,Access Management,Low,True,77
TS-31527,2022-02-20 21:36:00,Network,Low,True,96
TS-31528,2022-02-20 22:24:00,Software,Medium,True,28
TS-31529,2022-02-20 23:12:00,Network,Medium,True,11
TS-31530,2022-02-21 00:00:00,Printing,High,True,94
TS-31531,2022-02-21 00:48:00,Database,Medium,True,59
TS-31532,2022-02-21 01:36:00,Email,Medium,True,53
TS-31533,2022-02-21 02:24:00,Hardware,Critical,True,56
TS-31534,2022-02-21 03:12:00,Access Management,Medium,True,81
TS-31535,2022-02-21 04:00:00,Cloud,Medium,True,53
TS-31536,2022-02-21 04:48:00,Software,Medium,True,10
TS-31537,2022-02-21 05:36:00,Email,Medium,True,36
TS-31538,2022-02-21 06:24:00,VPN,Medium,True,89
TS-31539,2022-02-21 07:12:00,Network,Low,True,91
TS-31540,2022-02-21 08:00:00,Cloud,Critical,True,46
TS-31541,2022-02-21 08:48:00,Email,Medium,True,13
TS-31542,2022-02-21 09:36:00,Hardware,Low,True,72
TS-31543,2022-02-21 10:24:00,Security,Low,True,37
TS-31544,2022-02-21 11:12:00,Database,Critical,True,68
TS-31545,2022-02-21 12:00:00,Email,Medium,True,61
TS-31546,2022-02-21 12:48:00,Email,High,True,80
TS-31547,2022-02-21 13:36:00,Software,Low,True,49
TS-31548,2022-02-21 14:24:00,Access Management,Medium,True,12
TS-31549,2022-02-21 15:12:00,Network,High,True,17
TS-31550,2022-02-21 16:00:00,Network,High,True,21
TS-31551,2022-02-21 16:48:00,Access Management,Medium,False,96
TS-31552,2022-02-21 17:36:00,Printing,Low,True,83
TS-31553,2022-02-21 18:24:00,Security,Medium,True,94
TS-31554,2022-02-21 19:12:00,Access Management,Medium,False,95
TS-31555,2022-02-21 20:00:00,Access Management,Critical,True,49
TS-31556,2022-02-21 20:48:00,Printing,Medium,False,62
TS-31557,2022-02-21 21:36:00,Database,High,True,64
TS-31558,2022-02-21 22:24:00,Email,Low,True,43
TS-31559,2022-02-21 23:12:00,Network,High,True,15
TS-31560,2022-02-22 00:00:00,Access Management,Medium,True,26
TS-31561,2022-02-22 00:48:00,Printing,High,False,64
TS-31562,2022-02-22 01:36:00,Cloud,High,True,20
TS-31563,2022-02-22 02:24:00,Cloud,Low,True,25
TS-31564,2022-02-22 03:12:00,Printing,High,True,71
TS-31565,2022-02-22 04:00:00,Access Management,Medium,True,76
TS-31566,2022-02-22 04:48:00,Software,High,False,60
TS-31567,2022-02-22 05:36:00,Hardware,Low,True,46
TS-31568,2022-02-22 06:24:00,Hardware,Medium,True,16
TS-31569,2022-02-22 07:12:00,Database,Critical,True,29
TS-31570,2022-02-22 08:00:00,Security,Medium,True,79
TS-31571,2022-02-22 08:48:00,Access Management,Low,False,9
TS-31572,2022-02-22 09:36:00,Network,Medium,True,25
TS-31573,2022-02-22 10:24:00,Database,High,True,81
TS-31574,2022-02-22 11:12:00,Software,Low,True,17
TS-31575,2022-02-22 12:00:00,Cloud,Medium,True,4
TS-31576,2022-02-22 12:48:00,Hardware,Critical,True,68
TS-31577,2022-02-22 13:36:00,VPN,Medium,True,16
TS-31578,2022-02-22 14:24:00,Email,Medium,False,55
TS-31579,2022-02-22 15:12:00,Database,Medium,True,20
TS-31580,2022-02-22 16:00:00,Email,Medium,True,40
TS-31581,2022-02-22 16:48:00,Cloud,Medium,True,33
TS-31582,2022-02-22 17:36:00,Access Management,Medium,True,42
TS-31583,2022-02-22 18:24:00,Printing,Medium,True,29
TS-31584,2022-02-22 19:12:00,Printing,High,True,13
TS-31585,2022-02-22 20:00:00,Printing,Critical,False,48
TS-31586,2022-02-22 20:48:00,Database,Medium,True,95
TS-31587,2022-02-22 21:36:00,Software,Medium,True,38
TS-31588,2022-02-22 22:24:00,Database,Medium,True,77
TS-31589,2022-02-22 23:12:00,Cloud,Medium,True,8
TS-31590,2022-02-23 00:00:00,Cloud,Medium,True,17
TS-31591,2022-02-23 00:48:00,Network,Low,True,15
TS-31592,2022-02-23 01:36:00,Software,Medium,False,21
TS-31593,2022-02-23 02:24:00,Network,Medium,True,66
TS-31594,2022-02-23 03:12:00,Security,Low,True,25
TS-31595,2022-02-23 04:00:00,Email,High,True,81
TS-31596,2022-02-23 04:48:00,Software,Low,True,21
TS-31597,2022-02-23 05:36:00,Security,High,True,17
TS-31598,2022-02-23 06:24:00,Email,High,True,80
TS-31599,2022-02-23 07:12:00,Printing,Low,True,61
TS-31600,2022-02-23 08:00:00,Security,Low,True,36
TS-31601,2022-02-23 08:48:00,Email,Medium,True,63
TS-31602,2022-02-23 09:36:00,Email,Medium,True,28
TS-31603,2022-02-23 10:24:00,Cloud,Critical,True,32
TS-31604,2022-02-23 11:12:00,Access Management,High,True,8
TS-31605,2022-02-23 12:00:00,Security,Low,False,49
TS-31606,2022-02-23 12:48:00,VPN,Low,False,69
TS-31607,2022-02-23 13:36:00,Database,Medium,True,91
TS-31608,2022-02-23 14:24:00,Printing,Medium,False,51
TS-31609,2022-02-23 15:12:00,Software,High,False,8
TS-31610,2022-02-23 16:00:00,Network,Low,True,57
TS-31611,2022-02-23 16:48:00,Cloud,Low,True,1
TS-31612,2022-02-23 17:36:00,Hardware,Critical,True,91
TS-31613,2022-02-23 18:24:00,Printing,High,False,24
TS-31614,2022-02-23 19:12:00,Hardware,Critical,True,18
TS-31615,2022-02-23 20:00:00,Cloud,Medium,False,61
TS-31616,2022-02-23 20:48:00,Cloud,Low,True,55
TS-31617,2022-02-23 21:36:00,VPN,High,True,77
TS-31618,2022-02-23 22:24:00,Security,Medium,False,46
TS-31619,2022-02-23 23:12:00,Cloud,Medium,True,46
TS-31620,2022-02-24 00:00:00,Security,Low,True,87
TS-31621,2022-02-24 00:48:00,Printing,Medium,True,56
TS-31622,2022-02-24 01:36:00,Security,High,True,64
TS-31623,2022-02-24 02:24:00,Database,Medium,True,7
TS-31624,2022-02-24 03:12:00,Printing,Low,True,81
TS-31625,2022-02-24 04:00:00,Database,Medium,False,41
TS-31626,2022-02-24 04:48:00,Email,Low,True,58
TS-31627,2022-02-24 05:36:00,Cloud,Medium,True,71
TS-31628,2022-02-24 06:24:00,Access Management,Low,False,28
TS-31629,2022-02-24 07:12:00,Printing,Low,True,80
TS-31630,2022-02-24 08:00:00,Network,Low,True,50
TS-31631,2022-02-24 08:48:00,Security,Medium,True,73
TS-31632,2022-02-24 09:36:00,Email,High,True,92
TS-31633,2022-02-24 10:24:00,Software,Medium,True,7
TS-31634,2022-02-24 11:12:00,Access Management,Medium,True,15
TS-31635,2022-02-24 12:00:00,Network,High,False,67
TS-31636,2022-02-24 12:48:00,Email,Medium,False,78
TS-31637,2022-02-24 13:36:00,Printing,Medium,True,34
TS-31638,2022-02-24 14:24:00,Network,Medium,False,4
TS-31639,2022-02-24 15:12:00,Printing,Low,True,94
TS-31640,2022-02-24 16:00:00,Email,Low,True,28
TS-31641,2022-02-24 16:48:00,VPN,Critical,False,63
TS-31642,2022-02-24 17:36:00,Security,Critical,False,70
TS-31643,2022-02-24 18:24:00,Hardware,High,False,12
TS-31644,2022-02-24 19:12:00,VPN,Medium,True,91
TS-31645,2022-02-24 20:00:00,Hardware,Medium,True,12
TS-31646,2022-02-24 20:48:00,Database,Low,True,31
TS-31647,2022-02-24 21:36:00,Network,Critical,False,56
TS-31648,2022-02-24 22:24:00,Database,Low,True,80
TS-31649,2022-02-24 23:12:00,Security,Medium,False,62
TS-31650,2022-02-25 00:00:00,Email,Critical,True,67
TS-31651,2022-02-25 00:48:00,VPN,High,True,51
TS-31652,2022-02-25 01:36:00,Printing,Low,True,1
TS-31653,2022-02-25 02:24:00,Hardware,High,True,90
TS-31654,2022-02-25 03:12:00,Database,Critical,True,34
TS-31655,2022-02-25 04:00:00,Printing,High,False,12
TS-31656,2022-02-25 04:48:00,VPN,Low,True,46
TS-31657,2022-02-25 05:36:00,VPN,Medium,True,57
TS-31658,2022-02-25 06:24:00,Network,Critical,True,90
TS-31659,2022-02-25 07:12:00,VPN,Medium,False,41
TS-31660,2022-02-25 08:00:00,Cloud,Medium,True,28
TS-31661,2022-02-25 08:48:00,Access Management,High,False,42
TS-31662,2022-02-25 09:36:00,Hardware,Medium,True,65
TS-31663,2022-02-25 10:24:00,Cloud,Medium,False,5
TS-31664,2022-02-25 11:12:00,Printing,Low,False,16
TS-31665,2022-02-25 12:00:00,Security,Medium,False,57
TS-31666,2022-02-25 12:48:00,Cloud,Medium,True,33
TS-31667,2022-02-25 13:36:00,Email,High,False,85
TS-31668,2022-02-25 14:24:00,Printing,Medium,False,91
TS-31669,2022-02-25 15:12:00,Security,Critical,True,70
TS-31670,2022-02-25 16:00:00,Security,High,False,52
TS-31671,2022-02-25 16:48:00,Access Management,Critical,True,3
TS-31672,2022-02-25 17:36:00,Network,Medium,True,3
TS-31673,2022-02-25 18:24:00,Security,Medium,True,96
TS-31674,2022-02-25 19:12:00,VPN,Medium,True,80
TS-31675,2022-02-25 20:00:00,Software,Low,False,19
TS-31676,2022-02-25 20:48:00,Network,Critical,True,35
TS-31677,2022-02-25 21:36:00,Network,High,True,80
TS-31678,2022-02-25 22:24:00,Security,Medium,False,69
TS-31679,2022-02-25 23:12:00,Software,Low,True,13
TS-31680,2022-02-26 00:00:00,Access Management,Medium,True,3
TS-31681,2022-02-26 00:48:00,Database,Medium,True,75
TS-31682,2022-02-26 01:36:00,Software,Medium,False,42
TS-31683,2022-02-26 02:24:00,Database,Medium,True,72
TS-31684,2022-02-26 03:12:00,Access Management,High,False,15
TS-31685,2022-02-26 04:00:00,VPN,High,True,29
TS-31686,2022-02-26 04:48:00,Security,Medium,False,49
TS-31687,2022-02-26 05:36:00,Network,Medium,True,94
TS-31688,2022-02-26 06:24:00,Email,Critical,False,41
TS-31689,2022-02-26 07:12:00,Security,High,True,83
TS-31690,2022-02-26 08:00:00,Printing,Medium,True,44
TS-31691,2022-02-26 08:48:00,Network,Medium,True,17
TS-31692,2022-02-26 09:36:00,Software,Medium,True,1
TS-31693,2022-02-26 10:24:00,VPN,Medium,False,54
TS-31694,2022-02-26 11:12:00,Email,Critical,False,80
TS-31695,2022-02-26 12:00:00,Cloud,Medium,True,82
TS-31696,2022-02-26 12:48:00,Network,Low,True,33
TS-31697,2022-02-26 13:36:00,Access Management,Low,False,62
TS-31698,2022-02-26 14:24:00,Software,Low,True,78
TS-31699,2022-02-26 15:12:00,Access Management,Critical,True,55
TS-31700,2022-02-26 16:00:00,Software,Medium,True,7
TS-31701,2022-02-26 16:48:00,Hardware,Low,True,38
TS-31702,2022-02-26 17:36:00,Hardware,Medium,True,35
TS-31703,2022-02-26 18:24:00,Software,Medium,True,25
TS-31704,2022-02-26 19:12:00,Network,Medium,True,83
TS-31705,2022-02-26 20:00:00,Security,Medium,True,59
TS-31706,2022-02-26 20:48:00,Database,Low,True,64
TS-31707,2022-02-26 21:36:00,Database,Medium,False,68
TS-31708,2022-02-26 22:24:00,Security,High,False,11
TS-31709,2022-02-26 23:12:00,Access Management,Medium,True,39
TS-31710,2022-02-27 00:00:00,Software,Low,True,11
TS-31711,2022-02-27 00:48:00,Access Management,High,True,84
TS-31712,2022-02-27 01:36:00,Hardware,High,False,95
TS-31713,2022-02-27 02:24:00,Cloud,Low,True,67
TS-31714,2022-02-27 03:12:00,Database,Medium,True,25
TS-31715,2022-02-27 04:00:00,Cloud,High,True,94
TS-31716,2022-02-27 04:48:00,Printing,Low,True,34
TS-31717,2022-02-27 05:36:00,Database,Medium,True,31
TS-31718,2022-02-27 06:24:00,Database,High,True,49
TS-31719,2022-02-27 07:12:00,Printing,Low,True,88
TS-31720,2022-02-27 08:00:00,Hardware,Medium,False,51
TS-31721,2022-02-27 08:48:00,Security,Medium,True,34
TS-31722,2022-02-27 09:36:00,Software,Medium,True,16
TS-31723,2022-02-27 10:24:00,Cloud,Medium,False,48
TS-31724,2022-02-27 11:12:00,VPN,High,True,30
TS-31725,2022-02-27 12:00:00,Software,Medium,False,67
TS-31726,2022-02-27 12:48:00,Network,High,True,55
TS-31727,2022-02-27 13:36:00,Database,High,True,6
TS-31728,2022-02-27 14:24:00,Printing,Medium,True,57
TS-31729,2022-02-27 15:12:00,Software,Medium,True,90
TS-31730,2022-02-27 16:00:00,Software,Medium,True,30
TS-31731,2022-02-27 16:48:00,Access Management,Medium,True,90
TS-31732,2022-02-27 17:36:00,Access Management,Low,True,40
TS-31733,2022-02-27 18:24:00,Hardware,High,True,38
TS-31734,2022-02-27 19:12:00,Software,High,False,3
TS-31735,2022-02-27 20:00:00,Software,High,True,65
TS-31736,2022-02-27 20:48:00,Software,Medium,True,41
TS-31737,2022-02-27 21:36:00,Cloud,Medium,True,73
TS-31738,2022-02-27 22:24:00,Software,Medium,True,86
TS-31739,2022-02-27 23:12:00,Cloud,Low,True,25
TS-31740,2022-02-28 00:00:00,Cloud,High,False,14
TS-31741,2022-02-28 00:48:00,Software,Critical,True,20
TS-31742,2022-02-28 01:36:00,Cloud,Medium,True,31
TS-31743,2022-02-28 02:24:00,Printing,Critical,True,96
TS-31744,2022-02-28 03:12:00,VPN,Medium,True,80
TS-31745,2022-02-28 04:00:00,Network,Medium,True,42
TS-31746,2022-02-28 04:48:00,Network,Low,False,43
TS-31747,2022-02-28 05:36:00,Cloud,Low,True,96
TS-31748,2022-02-28 06:24:00,Security,Low,True,15
TS-31749,2022-02-28 07:12:00,Security,Low,True,89
TS-31750,2022-02-28 08:00:00,Hardware,Medium,True,76
TS-31751,2022-02-28 08:48:00,Security,Low,True,75
TS-31752,2022-02-28 09:36:00,Software,Critical,True,52
TS-31753,2022-02-28 10:24:00,Hardware,Medium,True,74
TS-31754,2022-02-28 11:12:00,VPN,Medium,True,87
TS-31755,2022-02-28 12:00:00,Cloud,Medium,True,51
TS-31756,2022-02-28 12:48:00,VPN,High,True,33
TS-31757,2022-02-28 13:36:00,Access Management,Low,False,19
TS-31758,2022-02-28 14:24:00,Cloud,Medium,False,30
TS-31759,2022-02-28 15:12:00,Security,Medium,True,90
TS-31760,2022-02-28 16:00:00,Hardware,Medium,True,78
TS-31761,2022-02-28 16:48:00,Software,Medium,True,65
TS-31762,2022-02-28 17:36:00,Security,Critical,True,87
TS-31763,2022-02-28 18:24:00,Cloud,Medium,False,40
TS-31764,2022-02-28 19:12:00,Hardware,Medium,True,96
TS-31765,2022-02-28 20:00:00,Access Management,High,True,57
TS-31766,2022-02-28 20:48:00,Cloud,Critical,True,71
TS-31767,2022-02-28 21:36:00,Security,Medium,True,10
TS-31768,2022-02-28 22:24:00,Security,Medium,True,47
TS-31769,2022-02-28 23:12:00,Software,Medium,True,5
TS-31770,2022-03-01 00:00:00,VPN,Medium,True,56
TS-31771,2022-03-01 00:48:00,Security,Low,True,91
TS-31772,2022-03-01 01:36:00,Access Management,Low,True,12
TS-31773,2022-03-01 02:24:00,Cloud,High,True,15
TS-31774,2022-03-01 03:12:00,Printing,Low,True,22
TS-31775,2022-03-01 04:00:00,Access Management,High,True,25
TS-31776,2022-03-01 04:48:00,Cloud,Low,False,25
TS-31777,2022-03-01 05:36:00,Cloud,Critical,False,60
TS-31778,2022-03-01 06:24:00,Email,High,True,63
TS-31779,2022-03-01 07:12:00,Security,Low,True,49
TS-31780,2022-03-01 08:00:00,Software,High,False,58
TS-31781,2022-03-01 08:48:00,Software,Medium,True,61
TS-31782,2022-03-01 09:36:00,Software,Medium,True,11
TS-31783,2022-03-01 10:24:00,Printing,Medium,False,24
TS-31784,2022-03-01 11:12:00,Cloud,High,False,57
TS-31785,2022-03-01 12:00:00,Hardware,Low,True,45
TS-31786,2022-03-01 12:48:00,Access Management,Critical,True,78
TS-31787,2022-03-01 13:36:00,Email,Medium,False,11
TS-31788,2022-03-01 14:24:00,Security,Low,True,42
