ticket_id,text_clean,text_length,word_count,hour_of_day,day_of_week,is_weekend,is_business_hours,category,category_encoded,source_dataset
TKT-11109,new employee onboarding reported new employee onboarding department sales impact department wide,108,12,8,1,0,1,Access Management,0,classifier_v3
TKT-11110,kubernetes pod failing reported kubernetes pod failing department engineering impact department wide,112,12,22,1,0,0,Cloud,1,classifier_v3
TKT-11111,calendar invites working reported calendar invites working department legal impact single,114,11,6,0,0,0,Email,3,classifier_v3
TKT-11112,vpn working reported vpn working department sales impact department wide software reinstalled patched latest version,143,15,0,0,0,0,Network,5,classifier_v3
TKT-11113,remote access denied reported remote access denied department impact company wide,96,11,1,2,0,0,VPN,9,classifier_v3
TKT-11114,license expired reported license expired department engineering impact multiple users,97,10,3,4,0,0,Software,8,classifier_v3
TKT-11115,cannot access shared drive reported cannot access shared drive department impact company wide issue resolved restarting service,149,17,22,1,0,0,Network,5,classifier_v3
TKT-11116,two factor auth working reported two factor auth working department legal impact company wide,113,14,16,6,1,1,VPN,9,classifier_v3
TKT-11117,offboarding checklist reported offboarding checklist department legal impact single,100,9,2,3,0,0,Access Management,0,classifier_v3
TKT-11118,application crashes startup reported application crashes startup department operations impact single configuration updated verified working,166,15,17,1,0,1,Software,8,classifier_v3
TKT-11119,application crashes startup reported application crashes startup department sales impact company wide software reinstalled patched latest version,170,17,13,4,0,1,Software,8,classifier_v3
TKT-11120,paper jammed reported paper jammed department sales impact company wide,83,10,5,2,0,0,Printing,6,classifier_v3
TKT-11121,cannot connect internet reported cannot connect internet department sales impact company wide issue error provided training,151,16,19,3,0,0,Network,5,classifier_v3
TKT-11122,cannot connect internet reported cannot connect internet department hr impact multiple users configuration updated verified working,153,16,4,6,1,0,Network,5,classifier_v3
TKT-11123,keyboard working reported keyboard working department impact company wide,96,9,12,5,1,1,Hardware,4,classifier_v3
TKT-11124,vpn working reported vpn working department hr impact company wide,86,10,1,6,1,0,Network,5,classifier_v3
TKT-11125,suspicious email received reported suspicious email received department hr impact single issue error provided training,145,15,11,2,0,1,Security,7,classifier_v3
TKT-11126,email bouncing back reported email bouncing back department sales impact single,96,11,12,3,0,1,Email,3,classifier_v3
TKT-11127,new employee onboarding reported new employee onboarding department hr impact department wide,105,12,14,3,0,1,Access Management,0,classifier_v3
TKT-11128,monitor flickering reported monitor flickering department legal impact company wide,95,10,1,0,0,0,Hardware,4,classifier_v3
TKT-11129,cannot send large attachments reported cannot send large attachments department sales impact department wide issue resolved restarting service,161,18,7,1,0,0,Email,3,classifier_v3
TKT-11130,access denied table reported access denied table department hr impact company wide configuration updated verified working,143,16,11,5,1,1,Database,2,classifier_v3
TKT-11131,query running slowly reported query running slowly department finance impact multiple users workaround provided while permanent fix pending,154,18,15,1,0,1,Database,2,classifier_v3
TKT-11132,cannot install software reported cannot install software department finance impact multiple users credentials reset access restored,152,16,15,2,0,1,Software,8,classifier_v3
TKT-11133,slow network speed reported slow network speed department impact single,91,10,22,5,1,0,Network,5,classifier_v3
TKT-11134,database backup failed reported database backup failed department operations impact department wide hardware replaced under warranty,144,16,15,4,0,1,Database,2,classifier_v3
TKT-11135,kubernetes pod failing reported kubernetes pod failing department legal impact single,102,11,18,1,0,1,Cloud,1,classifier_v3
TKT-11136,database backup failed reported database backup failed department sales impact single network settings reconfigured,132,14,4,2,0,0,Database,2,classifier_v3
TKT-11137,calendar invites working reported calendar invites working department hr impact multiple users,114,12,15,2,0,1,Email,3,classifier_v3
TKT-11138,keyboard working reported keyboard working department hr impact multiple users,98,10,21,4,0,0,Hardware,4,classifier_v3
TKT-11139,wifi drops frequently reported wifi drops frequently department impact single software reinstalled patched latest version,148,15,1,5,1,0,Network,5,classifier_v3
TKT-11140,paper jammed reported paper jammed department legal impact department wide workaround provided while permanent fix pending,137,16,18,0,0,1,Printing,6,classifier_v3
TKT-11141,printer jam reported printer jam department legal impact department wide,84,10,16,2,0,1,Hardware,4,classifier_v3
TKT-11142,offboarding checklist reported offboarding checklist department finance impact single software reinstalled patched latest version,153,14,22,1,0,0,Access Management,0,classifier_v3
TKT-11143,kubernetes pod failing reported kubernetes pod failing department engineering impact multiple users,111,12,7,6,1,0,Cloud,1,classifier_v3
TKT-11144,suspicious email received reported suspicious email received department sales impact single,108,11,10,0,0,1,Security,7,classifier_v3
TKT-11145,role change request reported role change request department sales impact company wide software reinstalled patched latest version,148,17,16,5,1,1,Access Management,0,classifier_v3
TKT-11146,cannot install software reported cannot install software department impact department wide credentials reset access restored,148,15,1,6,1,0,Software,8,classifier_v3
TKT-11147,outlook syncing reported outlook syncing department impact multiple users,96,9,0,1,0,0,Email,3,classifier_v3
TKT-11148,unauthorized access attempt reported unauthorized access attempt department engineering impact multiple users configuration updated verified working,164,16,23,0,0,0,Security,7,classifier_v3
TKT-11149,data corruption detected reported data corruption detected department hr impact multiple users workaround provided while permanent fix pending,157,18,15,6,1,1,Database,2,classifier_v3
TKT-11150,kubernetes pod failing reported kubernetes pod failing department engineering impact department wide configuration updated verified working,155,16,16,1,0,1,Cloud,1,classifier_v3
TKT-11151,wifi drops frequently reported wifi drops frequently department legal impact single network settings reconfigured,130,14,3,5,1,0,Network,5,classifier_v3
TKT-11152,split tunnel configuration reported split tunnel configuration department impact single network settings reconfigured,137,13,23,1,0,0,VPN,9,classifier_v3
TKT-11153,split tunnel configuration reported split tunnel configuration department finance impact single escalated l2 support further investigation,162,16,21,4,0,0,VPN,9,classifier_v3
TKT-11154,mouse responding reported mouse responding department sales impact company wide software reinstalled patched latest version,150,15,21,3,0,0,Hardware,4,classifier_v3
TKT-11155,vpn timeout issues reported vpn timeout issues department impact multiple users,94,11,11,0,0,1,VPN,9,classifier_v3
TKT-11156,access system needed reported access system needed department operations impact single credentials reset access restored,152,15,23,3,0,0,Access Management,0,classifier_v3
TKT-11157,suspicious email received reported suspicious email received department operations impact department wide,117,12,13,4,0,1,Security,7,classifier_v3
TKT-11158,password reset required reported password reset required department finance impact department wide,110,12,8,2,0,1,Security,7,classifier_v3
TKT-11159,application crashes startup reported application crashes startup department finance impact department wide,124,12,3,3,0,0,Software,8,classifier_v3
TKT-11160,cannot connect internet reported cannot connect internet department operations impact company wide issue error provided training,156,16,23,2,0,0,Network,5,classifier_v3
TKT-11161,spam filter too aggressive reported spam filter too aggressive department hr impact department wide,111,14,8,1,0,1,Email,3,classifier_v3
TKT-11162,offboarding checklist reported offboarding checklist department engineering impact department wide network settings reconfigured,140,13,13,0,0,1,Access Management,0,classifier_v3
TKT-11163,kubernetes pod failing reported kubernetes pod failing department operations impact company wide,108,12,21,3,0,0,Cloud,1,classifier_v3
TKT-11164,role change request reported role change request department finance impact department wide credentials reset access restored,145,16,9,0,0,1,Access Management,0,classifier_v3
TKT-11165,possible malware detected reported possible malware detected department sales impact multiple users hardware replaced under warranty,144,16,22,2,0,0,Security,7,classifier_v3
TKT-11166,data corruption detected reported data corruption detected department hr impact single network settings reconfigured,133,14,21,0,0,0,Database,2,classifier_v3
TKT-11167,driver installation failed reported driver installation failed department legal impact company wide,111,12,13,3,0,1,Printing,6,classifier_v3
TKT-11168,split tunnel configuration reported split tunnel configuration department finance impact department wide configuration updated verified working,159,16,1,2,0,0,VPN,9,classifier_v3
TKT-11169,access denied table reported access denied table department sales impact single software reinstalled patched latest version,153,16,4,6,1,0,Database,2,classifier_v3
TKT-11170,split tunnel configuration reported split tunnel configuration department sales impact department wide third party vendor engaged resolution,156,17,15,3,0,1,VPN,9,classifier_v3
TKT-11171,suspicious email received reported suspicious email received department operations impact company wide credentials reset access restored,157,16,19,5,1,0,Security,7,classifier_v3
TKT-11172,cannot install software reported cannot install software department finance impact company wide network settings reconfigured,137,15,10,0,0,1,Software,8,classifier_v3
TKT-11173,vpn slow performance reported vpn slow performance department impact department wide issue error provided training,139,15,20,6,1,0,VPN,9,classifier_v3
TKT-11174,printer jam reported printer jam department hr impact department wide,81,10,7,3,0,0,Hardware,4,classifier_v3
TKT-11175,software update failed reported software update failed department engineering impact multiple users workaround provided while permanent fix pending,162,18,9,3,0,1,Software,8,classifier_v3
TKT-11176,license expired reported license expired department hr impact multiple users,88,10,16,2,0,1,Software,8,classifier_v3
TKT-11177,calendar invites working reported calendar invites working department legal impact department wide,118,12,15,2,0,1,Email,3,classifier_v3
TKT-11178,azure storage quota exceeded reported azure storage quota exceeded department legal impact company wide credentials reset access restored,158,18,12,0,0,1,Cloud,1,classifier_v3
TKT-11179,data corruption detected reported data corruption detected department engineering impact multiple users configuration updated verified working,158,16,21,2,0,0,Database,2,classifier_v3
TKT-11180,spam filter too aggressive reported spam filter too aggressive department finance impact department wide issue error provided training,156,18,1,1,0,0,Email,3,classifier_v3
TKT-11181,print quality poor reported print quality poor department finance impact single issue error provided training,136,15,23,2,0,0,Printing,6,classifier_v3
TKT-11182,database backup failed reported database backup failed department operations impact single,107,11,21,0,0,0,Database,2,classifier_v3
TKT-11183,paper jammed reported paper jammed department engineering impact single third party vendor engaged resolution,130,14,20,5,1,0,Printing,6,classifier_v3
TKT-11184,aws instance responding reported aws instance responding department engineering impact single configuration updated verified working,161,15,12,0,0,1,Cloud,1,classifier_v3
TKT-11185,password reset required reported password reset required department operations impact multiple users,112,12,22,1,0,0,Security,7,classifier_v3
TKT-11186,cannot send large attachments reported cannot send large attachments department finance impact department wide,122,14,16,3,0,1,Email,3,classifier_v3
TKT-11187,vpn slow performance reported vpn slow performance department impact department wide,99,11,10,2,0,1,VPN,9,classifier_v3
TKT-11188,unauthorized access attempt reported unauthorized access attempt department hr impact department wide configuration updated verified working,156,16,21,6,1,0,Security,7,classifier_v3
TKT-11189,license expired reported license expired department hr impact multiple users issue error provided training,128,14,14,5,1,1,Software,8,classifier_v3
TKT-11190,docker container crash reported docker container crash department operations impact multiple users configuration updated verified working,153,16,14,0,0,1,Cloud,1,classifier_v3
TKT-11191,calendar invites working reported calendar invites working department impact multiple users,114,11,0,2,0,0,Email,3,classifier_v3
TKT-11192,sso working reported sso working department impact multiple users,88,9,8,5,1,1,Access Management,0,classifier_v3
TKT-11193,error code 0x80070057 reported error code 0x80070057 department legal impact single workaround provided while permanent fix pending,151,17,2,1,0,0,Software,8,classifier_v3
TKT-11194,application crashes startup reported application crashes startup department hr impact department wide,119,12,1,4,0,0,Software,8,classifier_v3
TKT-11195,cannot connect database reported cannot connect database department engineering impact company wide,117,12,18,6,1,1,Database,2,classifier_v3
TKT-11196,laptop turning reported laptop turning department sales impact single,100,9,20,2,0,0,Hardware,4,classifier_v3
TKT-11197,sso working reported sso working department impact single network settings reconfigured,115,11,2,6,1,0,Access Management,0,classifier_v3
TKT-11198,slow network speed reported slow network speed department legal impact single issue resolved restarting service,135,15,18,4,0,1,Network,5,classifier_v3
TKT-11199,password reset required reported password reset required department engineering impact single workaround provided while permanent fix pending,161,17,11,0,0,1,Security,7,classifier_v3
TKT-11200,account locked out reported account locked out department hr impact company wide,92,12,17,3,0,1,Security,7,classifier_v3
TKT-11201,error code 0x80070057 reported error code 0x80070057 department hr impact multiple users configuration updated verified working,143,16,7,2,0,0,Software,8,classifier_v3
TKT-11202,driver installation failed reported driver installation failed department finance impact single,112,11,20,4,0,0,Printing,6,classifier_v3
TKT-11203,kubernetes pod failing reported kubernetes pod failing department hr impact single issue error provided training,139,15,18,2,0,1,Cloud,1,classifier_v3
TKT-11204,keyboard working reported keyboard working department finance impact company wide issue resolved restarting service,142,14,22,4,0,0,Hardware,4,classifier_v3
TKT-11205,email bouncing back reported email bouncing back department finance impact company wide workaround provided while permanent fix pending,150,18,15,3,0,1,Email,3,classifier_v3
TKT-11206,role change request reported role change request department operations impact department wide issue error provided training,145,16,7,2,0,0,Access Management,0,classifier_v3
TKT-11207,sso working reported sso working department engineering impact company wide issue error provided training,135,14,20,5,1,0,Access Management,0,classifier_v3
TKT-11208,print quality poor reported print quality poor department finance impact company wide credentials reset access restored,140,16,10,2,0,1,Printing,6,classifier_v3
TKT-11209,printer offline reported printer offline department impact department wide,89,9,0,2,0,0,Printing,6,classifier_v3
TKT-11210,vpn timeout issues reported vpn timeout issues department finance impact department wide credentials reset access restored,143,16,3,6,1,0,VPN,9,classifier_v3
TKT-11211,access denied table reported access denied table department operations impact multiple users software reinstalled patched latest version,161,17,0,0,0,0,Database,2,classifier_v3
TKT-11212,docker container crash reported docker container crash department impact department wide workaround provided while permanent fix pending,154,17,6,1,0,0,Cloud,1,classifier_v3
TKT-11213,data corruption detected reported data corruption detected department sales impact company wide issue resolved restarting service,148,16,14,4,0,1,Database,2,classifier_v3
TKT-11214,laptop turning reported laptop turning department operations impact company wide,106,10,8,3,0,1,Hardware,4,classifier_v3
TKT-11215,cannot connect database reported cannot connect database department legal impact company wide configuration updated verified working,154,16,11,5,1,1,Database,2,classifier_v3
TKT-11216,azure storage quota exceeded reported azure storage quota exceeded department operations impact department wide workaround provided while permanent fix pending,174,20,8,5,1,1,Cloud,1,classifier_v3
TKT-11217,offboarding checklist reported offboarding checklist department impact company wide software reinstalled patched latest version,149,14,9,0,0,1,Access Management,0,classifier_v3
TKT-11218,new employee onboarding reported new employee onboarding department engineering impact company wide third party vendor engaged resolution,153,17,13,1,0,1,Access Management,0,classifier_v3
TKT-11219,print quality poor reported print quality poor department hr impact multiple users,94,12,14,2,0,1,Printing,6,classifier_v3
TKT-11220,aws instance responding reported aws instance responding department operations impact single workaround provided while permanent fix pending,168,17,9,6,1,1,Cloud,1,classifier_v3
TKT-11221,data corruption detected reported data corruption detected department legal impact multiple users workaround provided while permanent fix pending,160,18,17,1,0,1,Database,2,classifier_v3
TKT-11222,role change request reported role change request department impact department wide workaround provided while permanent fix pending,148,17,12,5,1,1,Access Management,0,classifier_v3
TKT-11223,unauthorized access attempt reported unauthorized access attempt department operations impact single,117,11,13,0,0,1,Security,7,classifier_v3
TKT-11224,vpn slow performance reported vpn slow performance department engineering impact single,104,11,2,4,0,0,VPN,9,classifier_v3
TKT-11225,possible malware detected reported possible malware detected department finance impact company wide hardware replaced under warranty,144,16,20,6,1,0,Security,7,classifier_v3
TKT-11226,remote access denied reported remote access denied department hr impact multiple users issue error provided training,138,16,7,6,1,0,VPN,9,classifier_v3
TKT-11227,aws instance responding reported aws instance responding department sales impact department wide issue resolved restarting service,157,16,11,3,0,1,Cloud,1,classifier_v3
TKT-11228,mouse responding reported mouse responding department operations impact department wide workaround provided while permanent fix pending,158,16,17,5,1,1,Hardware,4,classifier_v3
TKT-11229,cannot find printer network reported cannot find printer network department legal impact single third party vendor engaged resolution,160,18,19,1,0,0,Printing,6,classifier_v3
TKT-11230,driver installation failed reported driver installation failed department finance impact department wide escalated l2 support further investigation,166,17,15,4,0,1,Printing,6,classifier_v3
TKT-11231,paper jammed reported paper jammed department sales impact department wide,86,10,12,6,1,1,Printing,6,classifier_v3
TKT-11232,printer offline reported printer offline department legal impact single,88,9,16,2,0,1,Printing,6,classifier_v3
TKT-11233,paper jammed reported paper jammed department engineering impact single,88,9,12,5,1,1,Printing,6,classifier_v3
TKT-11234,outlook syncing reported outlook syncing department legal impact multiple users,99,10,9,2,0,1,Email,3,classifier_v3
TKT-11235,unauthorized access attempt reported unauthorized access attempt department impact department wide hardware replaced under warranty,146,15,19,3,0,0,Security,7,classifier_v3
TKT-11236,kubernetes pod failing reported kubernetes pod failing department engineering impact department wide network settings reconfigured,142,15,9,6,1,1,Cloud,1,classifier_v3
TKT-11237,new employee onboarding reported new employee onboarding department engineering impact department wide escalated l2 support further investigation,164,17,12,4,0,1,Access Management,0,classifier_v3
TKT-11238,vpn slow performance reported vpn slow performance department hr impact company wide configuration updated verified working,139,16,10,3,0,1,VPN,9,classifier_v3
TKT-11239,vpn timeout issues reported vpn timeout issues department finance impact multiple users escalated l2 support further investigation,149,17,0,3,0,0,VPN,9,classifier_v3
TKT-11240,outlook syncing reported outlook syncing department finance impact department wide software reinstalled patched latest version,153,15,3,5,1,0,Email,3,classifier_v3
TKT-11241,vpn working reported vpn working department operations impact multiple users,96,10,21,1,0,0,Network,5,classifier_v3
TKT-11242,data corruption detected reported data corruption detected department sales impact company wide third party vendor engaged resolution,149,17,3,5,1,0,Database,2,classifier_v3
TKT-11243,software update failed reported software update failed department legal impact department wide,106,12,18,2,0,1,Software,8,classifier_v3
TKT-11244,two factor auth working reported two factor auth working department legal impact single,112,13,8,2,0,1,VPN,9,classifier_v3
TKT-11245,password reset required reported password reset required department operations impact department wide credentials reset access restored,156,16,8,5,1,1,Security,7,classifier_v3
TKT-11246,slow network speed reported slow network speed department hr impact company wide,92,12,5,2,0,0,Network,5,classifier_v3
TKT-11247,query running slowly reported query running slowly department engineering impact department wide,108,12,16,1,0,1,Database,2,classifier_v3
TKT-11248,laptop turning reported laptop turning department hr impact department wide workaround provided while permanent fix pending,152,16,23,0,0,0,Hardware,4,classifier_v3
TKT-11249,monitor flickering reported monitor flickering department hr impact company wide credentials reset access restored,135,14,0,6,1,0,Hardware,4,classifier_v3
TKT-11250,query running slowly reported query running slowly department impact single,95,10,2,3,0,0,Database,2,classifier_v3
TKT-11251,paper jammed reported paper jammed department operations impact multiple users,90,10,1,6,1,0,Printing,6,classifier_v3
TKT-11252,unauthorized access attempt reported unauthorized access attempt department impact department wide,113,11,15,5,1,1,Security,7,classifier_v3
TKT-11253,two factor auth working reported two factor auth working department sales impact company wide issue resolved restarting service,154,18,1,0,0,0,VPN,9,classifier_v3
TKT-11254,password reset required reported password reset required department operations impact multiple users hardware replaced under warranty,145,16,16,0,0,1,Security,7,classifier_v3
TKT-11255,mouse responding reported mouse responding department finance impact department wide,104,10,20,2,0,0,Hardware,4,classifier_v3
TKT-11256,cannot install software reported cannot install software department hr impact department wide issue resolved restarting service,146,16,1,6,1,0,Software,8,classifier_v3
TKT-11257,error code 0x80070057 reported error code 0x80070057 department impact multiple users escalated l2 support further investigation,150,16,6,2,0,0,Software,8,classifier_v3
TKT-11258,gcp billing alert reported gcp billing alert department sales impact single,92,11,21,4,0,0,Cloud,1,classifier_v3
TKT-11259,spam filter too aggressive reported spam filter too aggressive department legal impact company wide network settings reconfigured,141,17,4,1,0,0,Email,3,classifier_v3
TKT-11260,cannot connect database reported cannot connect database department sales impact single issue error provided training,150,15,0,4,0,0,Database,2,classifier_v3
TKT-11261,wifi drops frequently reported wifi drops frequently department legal impact multiple users workaround provided while permanent fix pending,154,18,17,1,0,1,Network,5,classifier_v3
TKT-11262,print quality poor reported print quality poor department hr impact multiple users,94,12,2,6,1,0,Printing,6,classifier_v3
TKT-11263,two factor auth working reported two factor auth working department impact single,109,12,7,3,0,0,VPN,9,classifier_v3
TKT-11264,password reset required reported password reset required department impact department wide,105,11,9,1,0,1,Security,7,classifier_v3
TKT-11265,email bouncing back reported email bouncing back department engineering impact company wide,103,12,14,3,0,1,Email,3,classifier_v3
TKT-11266,gcp billing alert reported gcp billing alert department operations impact multiple users,100,12,0,1,0,0,Cloud,1,classifier_v3
TKT-11267,laptop turning reported laptop turning department impact department wide,101,9,18,6,1,1,Hardware,4,classifier_v3
TKT-11268,application crashes startup reported application crashes startup department hr impact department wide network settings reconfigured,149,15,21,5,1,0,Software,8,classifier_v3
TKT-11269,sso working reported sso working department hr impact single configuration updated verified working,128,13,11,4,0,1,Access Management,0,classifier_v3
TKT-11270,print quality poor reported print quality poor department operations impact multiple users workaround provided while permanent fix pending,153,18,0,1,0,0,Printing,6,classifier_v3
TKT-11271,two factor auth working reported two factor auth working department operations impact single,117,13,11,4,0,1,VPN,9,classifier_v3
TKT-11272,cannot find printer network reported cannot find printer network department finance impact single network settings reconfigured,150,16,6,5,1,0,Printing,6,classifier_v3
TKT-11273,cannot install software reported cannot install software department sales impact multiple users escalated l2 support further investigation,157,17,0,0,0,0,Software,8,classifier_v3
TKT-11274,outlook syncing reported outlook syncing department impact company wide,94,9,12,5,1,1,Email,3,classifier_v3
TKT-11275,database backup failed reported database backup failed department operations impact multiple users,110,12,13,1,0,1,Database,2,classifier_v3
TKT-11276,azure storage quota exceeded reported azure storage quota exceeded department legal impact multiple users workaround provided while permanent fix pending,168,20,7,4,0,0,Cloud,1,classifier_v3
TKT-11277,cannot install software reported cannot install software department operations impact company wide network settings reconfigured,140,15,21,0,0,0,Software,8,classifier_v3
TKT-11278,cannot connect database reported cannot connect database department legal impact department wide escalated l2 support further investigation,164,17,15,5,1,1,Database,2,classifier_v3
TKT-11279,wifi drops frequently reported wifi drops frequently department hr impact multiple users,100,12,13,6,1,1,Network,5,classifier_v3
TKT-11280,calendar invites working reported calendar invites working department legal impact department wide,118,12,9,4,0,1,Email,3,classifier_v3
TKT-11281,access system needed reported access system needed department legal impact single issue error provided training,144,15,8,5,1,1,Access Management,0,classifier_v3
TKT-11282,two factor auth working reported two factor auth working department sales impact multiple users workaround provided while permanent fix pending,166,20,23,0,0,0,VPN,9,classifier_v3
TKT-11283,cannot connect database reported cannot connect database department legal impact department wide hardware replaced under warranty,147,16,18,2,0,1,Database,2,classifier_v3
TKT-11284,outlook syncing reported outlook syncing department hr impact single,93,9,12,2,0,1,Email,3,classifier_v3
TKT-11285,application crashes startup reported application crashes startup department impact single credentials reset access restored,158,14,19,2,0,0,Software,8,classifier_v3
TKT-11286,vpn timeout issues reported vpn timeout issues department engineering impact company wide issue error provided training,141,16,0,2,0,0,VPN,9,classifier_v3
TKT-11287,data corruption detected reported data corruption detected department hr impact company wide workaround provided while permanent fix pending,155,18,21,6,1,0,Database,2,classifier_v3
TKT-11288,driver installation failed reported driver installation failed department legal impact company wide credentials reset access restored,154,16,1,6,1,0,Printing,6,classifier_v3
TKT-11289,cannot access shared drive reported cannot access shared drive department engineering impact company wide escalated l2 support further investigation,167,19,3,3,0,0,Network,5,classifier_v3
TKT-11290,wifi drops frequently reported wifi drops frequently department engineering impact department wide,110,12,14,2,0,1,Network,5,classifier_v3
TKT-11291,database backup failed reported database backup failed department operations impact single,107,11,19,2,0,0,Database,2,classifier_v3
TKT-11292,calendar invites working reported calendar invites working department sales impact single software reinstalled patched latest version,165,16,11,0,0,1,Email,3,classifier_v3
TKT-11293,printer jam reported printer jam department hr impact department wide hardware replaced under warranty,114,14,14,6,1,1,Hardware,4,classifier_v3
TKT-11294,print quality poor reported print quality poor department impact single network settings reconfigured,121,13,20,6,1,0,Printing,6,classifier_v3
TKT-11295,vpn working reported vpn working department engineering impact department wide,98,10,9,0,0,1,Network,5,classifier_v3
TKT-11296,possible malware detected reported possible malware detected department operations impact department wide,117,12,3,6,1,0,Security,7,classifier_v3
TKT-11297,password reset required reported password reset required department operations impact company wide credentials reset access restored,153,16,17,1,0,1,Security,7,classifier_v3
TKT-11298,gcp billing alert reported gcp billing alert department hr impact multiple users configuration updated verified working,135,16,15,4,0,1,Cloud,1,classifier_v3
TKT-11299,calendar invites working reported calendar invites working department hr impact single software reinstalled patched latest version,162,16,22,5,1,0,Email,3,classifier_v3
TKT-11300,unauthorized access attempt reported unauthorized access attempt department sales impact single,112,11,4,4,0,0,Security,7,classifier_v3
TKT-11301,two factor auth working reported two factor auth working department hr impact company wide hardware replaced under warranty,143,18,17,2,0,1,VPN,9,classifier_v3
TKT-11302,application crashes startup reported application crashes startup department legal impact multiple users workaround provided while permanent fix pending,172,18,21,1,0,0,Software,8,classifier_v3
TKT-11303,access system needed reported access system needed department operations impact single network settings reconfigured,139,14,5,0,0,0,Access Management,0,classifier_v3
TKT-11304,gcp billing alert reported gcp billing alert department operations impact multiple users,100,12,18,6,1,1,Cloud,1,classifier_v3
TKT-11305,spam filter too aggressive reported spam filter too aggressive department impact company wide third party vendor engaged resolution,150,18,20,5,1,0,Email,3,classifier_v3
TKT-11306,mouse responding reported mouse responding department hr impact company wide credentials reset access restored,139,14,10,6,1,1,Hardware,4,classifier_v3
TKT-11307,error code 0x80070057 reported error code 0x80070057 department operations impact single,105,11,5,2,0,0,Software,8,classifier_v3
TKT-11308,software update failed reported software update failed department impact department wide,103,11,21,0,0,0,Software,8,classifier_v3
TKT-11309,cannot install software reported cannot install software department finance impact multiple users third party vendor engaged resolution,151,17,23,0,0,0,Software,8,classifier_v3
TKT-11310,printer jam reported printer jam department operations impact single issue resolved restarting service,126,13,19,2,0,0,Hardware,4,classifier_v3
TKT-11311,two factor auth working reported two factor auth working department sales impact department wide workaround provided while permanent fix pending,167,20,3,0,0,0,VPN,9,classifier_v3
TKT-11312,cannot connect database reported cannot connect database department engineering impact multiple users configuration updated verified working,162,16,9,1,0,1,Database,2,classifier_v3
TKT-11313,monitor flickering reported monitor flickering department impact multiple users third party vendor engaged resolution,136,14,17,2,0,1,Hardware,4,classifier_v3
TKT-11314,cannot find printer network reported cannot find printer network department impact company wide workaround provided while permanent fix pending,167,19,10,2,0,1,Printing,6,classifier_v3
TKT-11315,split tunnel configuration reported split tunnel configuration department sales impact multiple users,113,12,14,4,0,1,VPN,9,classifier_v3
TKT-11316,query running slowly reported query running slowly department hr impact multiple users,98,12,7,4,0,0,Database,2,classifier_v3
TKT-11317,possible malware detected reported possible malware detected department impact multiple users issue resolved restarting service,149,15,5,2,0,0,Security,7,classifier_v3
TKT-11318,account locked out reported account locked out department hr impact single,91,11,17,1,0,1,Security,7,classifier_v3
TKT-11319,cannot connect database reported cannot connect database department legal impact multiple users,113,12,14,5,1,1,Database,2,classifier_v3
TKT-11320,suspicious email received reported suspicious email received department operations impact multiple users escalated l2 support further investigation,166,17,16,1,0,1,Security,7,classifier_v3
TKT-11321,mouse responding reported mouse responding department finance impact multiple users network settings reconfigured,133,13,20,3,0,0,Hardware,4,classifier_v3
TKT-11322,paper jammed reported paper jammed department impact company wide issue error provided training,120,13,15,5,1,1,Printing,6,classifier_v3
TKT-11323,cannot connect database reported cannot connect database department impact department wide,111,11,9,0,0,1,Database,2,classifier_v3
TKT-11324,keyboard working reported keyboard working department engineering impact multiple users,107,10,16,1,0,1,Hardware,4,classifier_v3
TKT-11325,application crashes startup reported application crashes startup department engineering impact single issue resolved restarting service,165,15,16,3,0,1,Software,8,classifier_v3
TKT-11326,remote access denied reported remote access denied department finance impact single,100,11,6,4,0,0,VPN,9,classifier_v3
TKT-11327,cannot find printer network reported cannot find printer network department engineering impact multiple users software reinstalled patched latest version,178,19,13,6,1,1,Printing,6,classifier_v3
TKT-11328,cannot access shared drive reported cannot access shared drive department hr impact department wide,111,14,16,2,0,1,Network,5,classifier_v3
TKT-11329,cannot install software reported cannot install software department hr impact department wide,105,12,3,5,1,0,Software,8,classifier_v3
TKT-11330,application crashes startup reported application crashes startup department finance impact multiple users,123,12,9,6,1,1,Software,8,classifier_v3
TKT-11331,vpn timeout issues reported vpn timeout issues department operations impact multiple users,102,12,9,5,1,1,VPN,9,classifier_v3
TKT-11332,password reset required reported password reset required department legal impact multiple users configuration updated verified working,150,16,3,1,0,0,Security,7,classifier_v3
TKT-11333,access system needed reported access system needed department operations impact company wide network settings reconfigured,140,15,22,1,0,0,Access Management,0,classifier_v3
TKT-11334,remote access denied reported remote access denied department sales impact department wide,102,12,19,1,0,0,VPN,9,classifier_v3
TKT-11335,remote access denied reported remote access denied department impact single,95,10,21,6,1,0,VPN,9,classifier_v3
TKT-11336,cannot install software reported cannot install software department hr impact company wide,102,12,0,6,1,0,Software,8,classifier_v3
TKT-11337,cannot send large attachments reported cannot send large attachments department operations impact department wide,125,14,23,4,0,0,Email,3,classifier_v3
TKT-11338,sso working reported sso working department sales impact multiple users,91,10,13,3,0,1,Access Management,0,classifier_v3
TKT-11339,possible malware detected reported possible malware detected department operations impact single,113,11,5,1,0,0,Security,7,classifier_v3
TKT-11340,error code 0x80070057 reported error code 0x80070057 department engineering impact department wide,110,12,12,6,1,1,Software,8,classifier_v3
TKT-11341,gcp billing alert reported gcp billing alert department finance impact single,94,11,3,2,0,0,Cloud,1,classifier_v3
