ticket_id,text_clean,language,category,category_encoded
ML-20453,cran cass cran cass ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20455,consigo fazer login consigo fazer login ticket submitted pt category email priority escalated,pt,Email,3
ML-20456,passwort zur cksetzen passwort zur cksetzen ticket submitted de category cloud priority escalated,de,Cloud,1
ML-20457,redefinir senha redefinir senha ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-20459,passwort zur cksetzen passwort zur cksetzen ticket submitted de category network priority escalated,de,Network,5
ML-20460,impossible de se connecter impossible de se connecter ticket submitted fr category database priority escalated,fr,Database,2
ML-20461,software zugriff ben tigt software zugriff ben tigt ticket submitted de category access management priority escalated,de,Access Management,0
ML-20462,software zugriff ben tigt software zugriff ben tigt ticket submitted de category database priority escalated,de,Database,2
ML-20463,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category network priority escalated,de,Network,5
ML-20464,software zugriff ben tigt software zugriff ben tigt ticket submitted de category database priority escalated,de,Database,2
ML-20465,cran cass cran cass ticket submitted fr category email priority escalated,fr,Email,3
ML-20466,consigo fazer login consigo fazer login ticket submitted pt category network priority escalated,pt,Network,5
ML-20467,necesito acceso al software necesito acceso al software ticket submitted es category hardware priority escalated,es,Hardware,4
ML-20468,cran cass cran cass ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-20469,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category access management priority escalated,de,Access Management,0
ML-20470,impossible de se connecter impossible de se connecter ticket submitted fr category network priority escalated,fr,Network,5
ML-20473,system ausgefallen system ausgefallen ticket submitted de category email priority escalated,de,Email,3
ML-20474,systeem down systeem down ticket submitted nl category software priority escalated,nl,Software,8
ML-20475,systeem down systeem down ticket submitted nl category security priority escalated,nl,Security,7
ML-20476,impossible de se connecter impossible de se connecter ticket submitted fr category email priority escalated,fr,Email,3
ML-20477,systeem down systeem down ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-20479,software zugriff ben tigt software zugriff ben tigt ticket submitted de category network priority escalated,de,Network,5
ML-20480,pantalla rota pantalla rota ticket submitted es category email priority escalated,es,Email,3
ML-20483,kan niet inloggen kan niet inloggen ticket submitted nl category network priority escalated,nl,Network,5
ML-20484,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-20485,cran cass cran cass ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20486,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-20487,impossible de se connecter impossible de se connecter ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-20488,kan niet inloggen kan niet inloggen ticket submitted nl category software priority escalated,nl,Software,8
ML-20489,toegang tot software nodig toegang tot software nodig ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-20490,system ausgefallen system ausgefallen ticket submitted de category cloud priority escalated,de,Cloud,1
ML-20491,sistema fora ar sistema fora ar ticket submitted pt category email priority escalated,pt,Email,3
ML-20492,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category software priority escalated,es,Software,8
ML-20493,consigo fazer login consigo fazer login ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-20494,bildschirm defekt bildschirm defekt ticket submitted de category access management priority escalated,de,Access Management,0
ML-20496,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category printing priority escalated,es,Printing,6
ML-20497,sistema ca sistema ca ticket submitted es category software priority escalated,es,Software,8
ML-20499,sistema fora ar sistema fora ar ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-20500,system ausgefallen system ausgefallen ticket submitted de category access management priority escalated,de,Access Management,0
ML-20501,tela quebrada tela quebrada ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-20502,necesito acceso al software necesito acceso al software ticket submitted es category access management priority escalated,es,Access Management,0
ML-20503,software zugriff ben tigt software zugriff ben tigt ticket submitted de category cloud priority escalated,de,Cloud,1
ML-20505,restablecer contrase restablecer contrase ticket submitted es category cloud priority escalated,es,Cloud,1
ML-20506,software zugriff ben tigt software zugriff ben tigt ticket submitted de category vpn priority escalated,de,VPN,9
ML-20507,bildschirm defekt bildschirm defekt ticket submitted de category printing priority escalated,de,Printing,6
ML-20508,cran cass cran cass ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-20509,pantalla rota pantalla rota ticket submitted es category database priority escalated,es,Database,2
ML-20510,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category printing priority escalated,es,Printing,6
ML-20511,restablecer contrase restablecer contrase ticket submitted es category email priority escalated,es,Email,3
ML-20512,system ausgefallen system ausgefallen ticket submitted de category access management priority escalated,de,Access Management,0
ML-20513,besoin acc logiciel besoin acc logiciel ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-20515,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category email priority escalated,pt,Email,3
ML-20516,pantalla rota pantalla rota ticket submitted es category security priority escalated,es,Security,7
ML-20517,consigo fazer login consigo fazer login ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-20518,toegang tot software nodig toegang tot software nodig ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-20519,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category database priority escalated,pt,Database,2
ML-20520,cran cass cran cass ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-20521,passwort zur cksetzen passwort zur cksetzen ticket submitted de category access management priority escalated,de,Access Management,0
ML-20522,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category email priority escalated,es,Email,3
ML-20523,sistema ca sistema ca ticket submitted es category software priority escalated,es,Software,8
ML-20525,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-20528,pantalla rota pantalla rota ticket submitted es category vpn priority escalated,es,VPN,9
ML-20529,tela quebrada tela quebrada ticket submitted pt category printing priority escalated,pt,Printing,6
ML-20530,passwort zur cksetzen passwort zur cksetzen ticket submitted de category vpn priority escalated,de,VPN,9
ML-20531,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category network priority escalated,de,Network,5
ML-20532,sistema fora ar sistema fora ar ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-20533,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category network priority escalated,fr,Network,5
ML-20534,consigo fazer login consigo fazer login ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-20535,sistema ca sistema ca ticket submitted es category hardware priority escalated,es,Hardware,4
ML-20536,impossible de se connecter impossible de se connecter ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-20537,cran cass cran cass ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20538,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category hardware priority escalated,es,Hardware,4
ML-20539,bildschirm defekt bildschirm defekt ticket submitted de category hardware priority escalated,de,Hardware,4
ML-20540,scherm kapot scherm kapot ticket submitted nl category database priority escalated,nl,Database,2
ML-20541,software zugriff ben tigt software zugriff ben tigt ticket submitted de category vpn priority escalated,de,VPN,9
ML-20542,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category cloud priority escalated,es,Cloud,1
ML-20543,besoin acc logiciel besoin acc logiciel ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-20544,tela quebrada tela quebrada ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-20545,consigo fazer login consigo fazer login ticket submitted pt category printing priority escalated,pt,Printing,6
ML-20546,tela quebrada tela quebrada ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-20547,systeem down systeem down ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-20549,systeem down systeem down ticket submitted nl category hardware priority escalated,nl,Hardware,4
ML-20550,syst me en panne syst me en panne ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20551,toegang tot software nodig toegang tot software nodig ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-20552,toegang tot software nodig toegang tot software nodig ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-20553,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category access management priority escalated,de,Access Management,0
ML-20554,scherm kapot scherm kapot ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-20555,consigo fazer login consigo fazer login ticket submitted pt category software priority escalated,pt,Software,8
ML-20556,bildschirm defekt bildschirm defekt ticket submitted de category software priority escalated,de,Software,8
ML-20557,cran cass cran cass ticket submitted fr category email priority escalated,fr,Email,3
ML-20559,syst me en panne syst me en panne ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-20560,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category database priority escalated,fr,Database,2
ML-20561,cran cass cran cass ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-20563,cran cass cran cass ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20565,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category cloud priority escalated,es,Cloud,1
ML-20566,sistema fora ar sistema fora ar ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-20567,software zugriff ben tigt software zugriff ben tigt ticket submitted de category printing priority escalated,de,Printing,6
ML-20568,kan niet inloggen kan niet inloggen ticket submitted nl category hardware priority escalated,nl,Hardware,4
ML-20569,wachtwoord resetten wachtwoord resetten ticket submitted nl category hardware priority escalated,nl,Hardware,4
ML-20570,restablecer contrase restablecer contrase ticket submitted es category hardware priority escalated,es,Hardware,4
ML-20572,tela quebrada tela quebrada ticket submitted pt category security priority escalated,pt,Security,7
ML-20574,necesito acceso al software necesito acceso al software ticket submitted es category email priority escalated,es,Email,3
ML-20576,sistema ca sistema ca ticket submitted es category security priority escalated,es,Security,7
ML-20577,consigo fazer login consigo fazer login ticket submitted pt category network priority escalated,pt,Network,5
ML-20580,besoin acc logiciel besoin acc logiciel ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20581,necesito acceso al software necesito acceso al software ticket submitted es category access management priority escalated,es,Access Management,0
ML-20582,kan niet inloggen kan niet inloggen ticket submitted nl category printing priority escalated,nl,Printing,6
ML-20583,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category software priority escalated,de,Software,8
ML-20584,impossible de se connecter impossible de se connecter ticket submitted fr category database priority escalated,fr,Database,2
ML-20585,system ausgefallen system ausgefallen ticket submitted de category access management priority escalated,de,Access Management,0
ML-20586,passwort zur cksetzen passwort zur cksetzen ticket submitted de category printing priority escalated,de,Printing,6
ML-20587,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category hardware priority escalated,de,Hardware,4
ML-20588,pantalla rota pantalla rota ticket submitted es category network priority escalated,es,Network,5
ML-20589,software zugriff ben tigt software zugriff ben tigt ticket submitted de category access management priority escalated,de,Access Management,0
ML-20591,sistema ca sistema ca ticket submitted es category database priority escalated,es,Database,2
ML-20593,kan niet inloggen kan niet inloggen ticket submitted nl category network priority escalated,nl,Network,5
ML-20594,systeem down systeem down ticket submitted nl category printing priority escalated,nl,Printing,6
ML-20595,tela quebrada tela quebrada ticket submitted pt category software priority escalated,pt,Software,8
ML-20597,wachtwoord resetten wachtwoord resetten ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-20598,system ausgefallen system ausgefallen ticket submitted de category printing priority escalated,de,Printing,6
ML-20599,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-20600,bildschirm defekt bildschirm defekt ticket submitted de category security priority escalated,de,Security,7
ML-20601,redefinir senha redefinir senha ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-20602,kan niet inloggen kan niet inloggen ticket submitted nl category printing priority escalated,nl,Printing,6
ML-20603,impossible de se connecter impossible de se connecter ticket submitted fr category email priority escalated,fr,Email,3
ML-20604,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category email priority escalated,es,Email,3
ML-20605,software zugriff ben tigt software zugriff ben tigt ticket submitted de category access management priority escalated,de,Access Management,0
ML-20606,redefinir senha redefinir senha ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-20607,bildschirm defekt bildschirm defekt ticket submitted de category access management priority escalated,de,Access Management,0
ML-20608,scherm kapot scherm kapot ticket submitted nl category email priority escalated,nl,Email,3
ML-20609,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category software priority escalated,pt,Software,8
ML-20610,necesito acceso al software necesito acceso al software ticket submitted es category hardware priority escalated,es,Hardware,4
ML-20612,necesito acceso al software necesito acceso al software ticket submitted es category email priority escalated,es,Email,3
ML-20613,systeem down systeem down ticket submitted nl category software priority escalated,nl,Software,8
ML-20614,syst me en panne syst me en panne ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-20615,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-20616,consigo fazer login consigo fazer login ticket submitted pt category email priority escalated,pt,Email,3
ML-20617,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-20618,pantalla rota pantalla rota ticket submitted es category cloud priority escalated,es,Cloud,1
ML-20619,impossible de se connecter impossible de se connecter ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20620,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-20621,kan niet inloggen kan niet inloggen ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-20622,syst me en panne syst me en panne ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20623,wachtwoord resetten wachtwoord resetten ticket submitted nl category software priority escalated,nl,Software,8
ML-20624,software zugriff ben tigt software zugriff ben tigt ticket submitted de category printing priority escalated,de,Printing,6
ML-20625,besoin acc logiciel besoin acc logiciel ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-20626,impossible de se connecter impossible de se connecter ticket submitted fr category network priority escalated,fr,Network,5
ML-20627,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category vpn priority escalated,es,VPN,9
ML-20628,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category access management priority escalated,de,Access Management,0
ML-20629,tela quebrada tela quebrada ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-20630,tela quebrada tela quebrada ticket submitted pt category database priority escalated,pt,Database,2
ML-20631,besoin acc logiciel besoin acc logiciel ticket submitted fr category email priority escalated,fr,Email,3
ML-20632,scherm kapot scherm kapot ticket submitted nl category software priority escalated,nl,Software,8
ML-20633,system ausgefallen system ausgefallen ticket submitted de category software priority escalated,de,Software,8
ML-20634,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category email priority escalated,es,Email,3
ML-20635,kan niet inloggen kan niet inloggen ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-20636,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category network priority escalated,pt,Network,5
ML-20637,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category security priority escalated,de,Security,7
ML-20638,systeem down systeem down ticket submitted nl category security priority escalated,nl,Security,7
ML-20639,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category network priority escalated,pt,Network,5
ML-20640,sistema fora ar sistema fora ar ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-20641,system ausgefallen system ausgefallen ticket submitted de category email priority escalated,de,Email,3
ML-20642,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-20643,wachtwoord resetten wachtwoord resetten ticket submitted nl category hardware priority escalated,nl,Hardware,4
ML-20644,passwort zur cksetzen passwort zur cksetzen ticket submitted de category security priority escalated,de,Security,7
ML-20645,syst me en panne syst me en panne ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-20646,cran cass cran cass ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-20647,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-20648,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category printing priority escalated,es,Printing,6
ML-20649,necesito acceso al software necesito acceso al software ticket submitted es category database priority escalated,es,Database,2
ML-20650,tela quebrada tela quebrada ticket submitted pt category network priority escalated,pt,Network,5
ML-20653,tela quebrada tela quebrada ticket submitted pt category email priority escalated,pt,Email,3
ML-20654,software zugriff ben tigt software zugriff ben tigt ticket submitted de category email priority escalated,de,Email,3
ML-20655,passwort zur cksetzen passwort zur cksetzen ticket submitted de category access management priority escalated,de,Access Management,0
ML-20656,impossible de se connecter impossible de se connecter ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20657,syst me en panne syst me en panne ticket submitted fr category network priority escalated,fr,Network,5
ML-20658,software zugriff ben tigt software zugriff ben tigt ticket submitted de category database priority escalated,de,Database,2
ML-20659,system ausgefallen system ausgefallen ticket submitted de category printing priority escalated,de,Printing,6
ML-20660,necesito acceso al software necesito acceso al software ticket submitted es category network priority escalated,es,Network,5
ML-20661,sistema fora ar sistema fora ar ticket submitted pt category security priority escalated,pt,Security,7
ML-20662,toegang tot software nodig toegang tot software nodig ticket submitted nl category security priority escalated,nl,Security,7
ML-20663,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category software priority escalated,es,Software,8
ML-20664,pantalla rota pantalla rota ticket submitted es category database priority escalated,es,Database,2
ML-20665,redefinir senha redefinir senha ticket submitted pt category software priority escalated,pt,Software,8
ML-20666,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category cloud priority escalated,de,Cloud,1
ML-20667,besoin acc logiciel besoin acc logiciel ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-20668,wachtwoord resetten wachtwoord resetten ticket submitted nl category email priority escalated,nl,Email,3
ML-20669,system ausgefallen system ausgefallen ticket submitted de category hardware priority escalated,de,Hardware,4
ML-20670,tela quebrada tela quebrada ticket submitted pt category security priority escalated,pt,Security,7
ML-20671,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20672,system ausgefallen system ausgefallen ticket submitted de category network priority escalated,de,Network,5
ML-20673,toegang tot software nodig toegang tot software nodig ticket submitted nl category database priority escalated,nl,Database,2
ML-20674,cran cass cran cass ticket submitted fr category database priority escalated,fr,Database,2
ML-20675,sistema fora ar sistema fora ar ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-20676,systeem down systeem down ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-20677,sistema ca sistema ca ticket submitted es category email priority escalated,es,Email,3
ML-20678,cran cass cran cass ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-20679,system ausgefallen system ausgefallen ticket submitted de category network priority escalated,de,Network,5
ML-20680,bildschirm defekt bildschirm defekt ticket submitted de category database priority escalated,de,Database,2
ML-20681,necesito acceso al software necesito acceso al software ticket submitted es category software priority escalated,es,Software,8
ML-20682,necesito acceso al software necesito acceso al software ticket submitted es category vpn priority escalated,es,VPN,9
ML-20683,besoin acc logiciel besoin acc logiciel ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-20684,tela quebrada tela quebrada ticket submitted pt category network priority escalated,pt,Network,5
ML-20685,impossible de se connecter impossible de se connecter ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-20686,cran cass cran cass ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-20687,restablecer contrase restablecer contrase ticket submitted es category database priority escalated,es,Database,2
ML-20688,tela quebrada tela quebrada ticket submitted pt category network priority escalated,pt,Network,5
ML-20689,cran cass cran cass ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-20690,restablecer contrase restablecer contrase ticket submitted es category access management priority escalated,es,Access Management,0
ML-20691,wachtwoord resetten wachtwoord resetten ticket submitted nl category printing priority escalated,nl,Printing,6
ML-20692,toegang tot software nodig toegang tot software nodig ticket submitted nl category printing priority escalated,nl,Printing,6
ML-20693,systeem down systeem down ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-20694,scherm kapot scherm kapot ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-20695,cran cass cran cass ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-20696,besoin acc logiciel besoin acc logiciel ticket submitted fr category email priority escalated,fr,Email,3
ML-20697,system ausgefallen system ausgefallen ticket submitted de category access management priority escalated,de,Access Management,0
ML-20698,consigo fazer login consigo fazer login ticket submitted pt category email priority escalated,pt,Email,3
ML-20699,tela quebrada tela quebrada ticket submitted pt category printing priority escalated,pt,Printing,6
ML-20700,tela quebrada tela quebrada ticket submitted pt category network priority escalated,pt,Network,5
ML-20702,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category printing priority escalated,pt,Printing,6
ML-20703,cran cass cran cass ticket submitted fr category network priority escalated,fr,Network,5
ML-20704,scherm kapot scherm kapot ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-20705,software zugriff ben tigt software zugriff ben tigt ticket submitted de category database priority escalated,de,Database,2
ML-20706,syst me en panne syst me en panne ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-20707,necesito acceso al software necesito acceso al software ticket submitted es category hardware priority escalated,es,Hardware,4
ML-20708,cran cass cran cass ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-20709,pantalla rota pantalla rota ticket submitted es category vpn priority escalated,es,VPN,9
ML-20711,necesito acceso al software necesito acceso al software ticket submitted es category email priority escalated,es,Email,3
ML-20712,scherm kapot scherm kapot ticket submitted nl category database priority escalated,nl,Database,2
ML-20713,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category email priority escalated,pt,Email,3
ML-20716,tela quebrada tela quebrada ticket submitted pt category email priority escalated,pt,Email,3
ML-20717,software zugriff ben tigt software zugriff ben tigt ticket submitted de category access management priority escalated,de,Access Management,0
ML-20718,redefinir senha redefinir senha ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-20719,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category printing priority escalated,de,Printing,6
ML-20720,pantalla rota pantalla rota ticket submitted es category printing priority escalated,es,Printing,6
ML-20721,sistema ca sistema ca ticket submitted es category email priority escalated,es,Email,3
ML-20722,system ausgefallen system ausgefallen ticket submitted de category cloud priority escalated,de,Cloud,1
ML-20723,kan niet inloggen kan niet inloggen ticket submitted nl category security priority escalated,nl,Security,7
ML-20725,besoin acc logiciel besoin acc logiciel ticket submitted fr category software priority escalated,fr,Software,8
ML-20726,scherm kapot scherm kapot ticket submitted nl category security priority escalated,nl,Security,7
ML-20727,systeem down systeem down ticket submitted nl category software priority escalated,nl,Software,8
ML-20729,bildschirm defekt bildschirm defekt ticket submitted de category vpn priority escalated,de,VPN,9
ML-20730,pantalla rota pantalla rota ticket submitted es category access management priority escalated,es,Access Management,0
ML-20731,sistema fora ar sistema fora ar ticket submitted pt category printing priority escalated,pt,Printing,6
ML-20732,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-20734,bildschirm defekt bildschirm defekt ticket submitted de category software priority escalated,de,Software,8
ML-20735,necesito acceso al software necesito acceso al software ticket submitted es category vpn priority escalated,es,VPN,9
ML-20737,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category database priority escalated,pt,Database,2
ML-20738,besoin acc logiciel besoin acc logiciel ticket submitted fr category database priority escalated,fr,Database,2
ML-20739,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category vpn priority escalated,es,VPN,9
ML-20740,wachtwoord resetten wachtwoord resetten ticket submitted nl category security priority escalated,nl,Security,7
ML-20742,impossible de se connecter impossible de se connecter ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-20743,sistema fora ar sistema fora ar ticket submitted pt category network priority escalated,pt,Network,5
ML-20744,besoin acc logiciel besoin acc logiciel ticket submitted fr category security priority escalated,fr,Security,7
ML-20745,passwort zur cksetzen passwort zur cksetzen ticket submitted de category database priority escalated,de,Database,2
ML-20746,bildschirm defekt bildschirm defekt ticket submitted de category software priority escalated,de,Software,8
ML-20747,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category security priority escalated,pt,Security,7
ML-20748,software zugriff ben tigt software zugriff ben tigt ticket submitted de category access management priority escalated,de,Access Management,0
ML-20749,consigo fazer login consigo fazer login ticket submitted pt category printing priority escalated,pt,Printing,6
ML-20750,sistema ca sistema ca ticket submitted es category hardware priority escalated,es,Hardware,4
ML-20751,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-20752,kan niet inloggen kan niet inloggen ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-20753,syst me en panne syst me en panne ticket submitted fr category security priority escalated,fr,Security,7
ML-20754,scherm kapot scherm kapot ticket submitted nl category security priority escalated,nl,Security,7
ML-20755,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category software priority escalated,pt,Software,8
ML-20756,kan niet inloggen kan niet inloggen ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-20757,bildschirm defekt bildschirm defekt ticket submitted de category printing priority escalated,de,Printing,6
ML-20758,syst me en panne syst me en panne ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-20760,toegang tot software nodig toegang tot software nodig ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-20762,besoin acc logiciel besoin acc logiciel ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20763,necesito acceso al software necesito acceso al software ticket submitted es category network priority escalated,es,Network,5
ML-20764,syst me en panne syst me en panne ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20765,sistema ca sistema ca ticket submitted es category email priority escalated,es,Email,3
ML-20766,wachtwoord resetten wachtwoord resetten ticket submitted nl category printing priority escalated,nl,Printing,6
ML-20767,necesito acceso al software necesito acceso al software ticket submitted es category email priority escalated,es,Email,3
ML-20768,restablecer contrase restablecer contrase ticket submitted es category vpn priority escalated,es,VPN,9
ML-20769,cran cass cran cass ticket submitted fr category email priority escalated,fr,Email,3
ML-20771,systeem down systeem down ticket submitted nl category printing priority escalated,nl,Printing,6
ML-20772,cran cass cran cass ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-20773,cran cass cran cass ticket submitted fr category software priority escalated,fr,Software,8
ML-20774,pantalla rota pantalla rota ticket submitted es category cloud priority escalated,es,Cloud,1
ML-20776,pantalla rota pantalla rota ticket submitted es category hardware priority escalated,es,Hardware,4
ML-20777,scherm kapot scherm kapot ticket submitted nl category email priority escalated,nl,Email,3
ML-20779,besoin acc logiciel besoin acc logiciel ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-20780,system ausgefallen system ausgefallen ticket submitted de category cloud priority escalated,de,Cloud,1
ML-20781,system ausgefallen system ausgefallen ticket submitted de category cloud priority escalated,de,Cloud,1
ML-20782,wachtwoord resetten wachtwoord resetten ticket submitted nl category network priority escalated,nl,Network,5
ML-20783,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category database priority escalated,fr,Database,2
ML-20785,tela quebrada tela quebrada ticket submitted pt category email priority escalated,pt,Email,3
ML-20786,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-20788,cran cass cran cass ticket submitted fr category software priority escalated,fr,Software,8
ML-20789,besoin acc logiciel besoin acc logiciel ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-20790,toegang tot software nodig toegang tot software nodig ticket submitted nl category printing priority escalated,nl,Printing,6
ML-20791,sistema fora ar sistema fora ar ticket submitted pt category email priority escalated,pt,Email,3
ML-20792,wachtwoord resetten wachtwoord resetten ticket submitted nl category printing priority escalated,nl,Printing,6
ML-20793,bildschirm defekt bildschirm defekt ticket submitted de category network priority escalated,de,Network,5
ML-20794,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category security priority escalated,de,Security,7
ML-20796,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-20797,passwort zur cksetzen passwort zur cksetzen ticket submitted de category hardware priority escalated,de,Hardware,4
ML-20798,passwort zur cksetzen passwort zur cksetzen ticket submitted de category email priority escalated,de,Email,3
ML-20799,cran cass cran cass ticket submitted fr category access management priority escalated,fr,Access Management,0
