ticket_id,category_encoded,priority_numeric,text_length,word_count,hour_of_day,day_of_week,is_weekend,is_business_hours,resolution_hours,sla_target_hours,sla_risk
TKT-11196,4,1,100,9,20,2,0,0,39.0,72,0
TKT-11197,0,1,115,11,2,6,1,0,36.0,72,0
TKT-11198,5,3,135,15,18,4,0,1,14.0,8,1
TKT-11199,7,4,161,17,11,0,0,1,3.0,2,1
TKT-11200,7,4,92,12,17,3,0,1,41.0,2,1
TKT-11201,8,1,143,16,7,2,0,0,63.0,72,0
TKT-11202,6,2,112,11,20,4,0,0,39.0,24,1
TKT-11203,1,1,139,15,18,2,0,1,92.0,72,1
TKT-11204,4,2,142,14,22,4,0,0,23.0,24,0
TKT-11205,3,3,150,18,15,3,0,1,5.0,8,0
TKT-11206,0,2,145,16,7,2,0,0,27.0,24,1
TKT-11207,0,2,135,14,20,5,1,0,46.0,24,1
TKT-11208,6,3,140,16,10,2,0,1,16.0,8,1
TKT-11209,6,1,89,9,0,2,0,0,39.0,72,0
TKT-11210,9,2,143,16,3,6,1,0,9.0,24,0
TKT-11211,2,1,161,17,0,0,0,0,84.0,72,1
TKT-11212,1,2,154,17,6,1,0,0,30.0,24,1
TKT-11213,2,2,148,16,14,4,0,1,9.0,24,0
TKT-11214,4,1,106,10,8,3,0,1,39.0,72,0
TKT-11215,2,1,154,16,11,5,1,1,38.0,72,0
TKT-11216,1,4,174,20,8,5,1,1,5.0,2,1
TKT-11217,0,1,149,14,9,0,0,1,53.0,72,0
TKT-11218,0,3,153,17,13,1,0,1,4.0,8,0
TKT-11219,6,2,94,12,14,2,0,1,39.0,24,1
TKT-11220,1,1,168,17,9,6,1,1,86.0,72,1
TKT-11221,2,2,160,18,17,1,0,1,48.0,24,1
TKT-11222,0,3,148,17,12,5,1,1,11.0,8,1
TKT-11223,7,3,117,11,13,0,0,1,41.0,8,1
TKT-11224,9,1,104,11,2,4,0,0,40.0,72,0
TKT-11225,7,2,144,16,20,6,1,0,11.0,24,0
TKT-11226,9,4,138,16,7,6,1,0,5.0,2,1
TKT-11227,1,2,157,16,11,3,0,1,10.0,24,0
TKT-11228,4,2,158,16,17,5,1,1,18.0,24,0
TKT-11229,6,2,160,18,19,1,0,0,41.0,24,1
TKT-11230,6,2,166,17,15,4,0,1,13.0,24,0
TKT-11231,6,1,86,10,12,6,1,1,39.0,72,0
TKT-11232,6,4,88,9,16,2,0,1,39.0,2,1
TKT-11233,6,2,88,9,12,5,1,1,39.0,24,1
TKT-11234,3,1,99,10,9,2,0,1,39.0,72,0
TKT-11235,7,2,146,15,19,3,0,0,42.0,24,1
TKT-11236,1,1,142,15,9,6,1,1,41.0,72,0
TKT-11237,0,2,164,17,12,4,0,1,35.0,24,1
TKT-11238,9,2,139,16,10,3,0,1,14.0,24,0
TKT-11239,9,2,149,17,0,3,0,0,32.0,24,1
TKT-11240,3,3,153,15,3,5,1,0,12.0,8,1
TKT-11241,5,4,96,10,21,1,0,0,39.0,2,1
TKT-11242,2,2,149,17,3,5,1,0,28.0,24,1
TKT-11243,8,3,106,12,18,2,0,1,38.0,8,1
TKT-11244,9,1,112,13,8,2,0,1,40.0,72,0
TKT-11245,7,3,156,16,8,5,1,1,8.0,8,0
TKT-11246,5,1,92,12,5,2,0,0,39.0,72,0
TKT-11247,2,4,108,12,16,1,0,1,39.0,2,1
TKT-11248,4,3,152,16,23,0,0,0,5.0,8,0
TKT-11249,4,3,135,14,0,6,1,0,20.0,8,1
TKT-11250,2,1,95,10,2,3,0,0,39.0,72,0
TKT-11251,6,2,90,10,1,6,1,0,39.0,24,1
TKT-11252,7,3,113,11,15,5,1,1,41.0,8,1
TKT-11253,9,2,154,18,1,0,0,0,9.0,24,0
TKT-11254,7,2,145,16,16,0,0,1,12.0,24,0
TKT-11255,4,2,104,10,20,2,0,0,39.0,24,1
TKT-11256,8,1,146,16,1,6,1,0,25.0,72,0
TKT-11257,8,1,150,16,6,2,0,0,77.0,72,1
TKT-11258,1,2,92,11,21,4,0,0,38.0,24,1
TKT-11259,3,3,141,17,4,1,0,0,19.0,8,1
TKT-11260,2,3,150,15,0,4,0,0,4.0,8,0
TKT-11261,5,3,154,18,17,1,0,1,21.0,8,1
TKT-11262,6,1,94,12,2,6,1,0,39.0,72,0
TKT-11263,9,2,109,12,7,3,0,0,40.0,24,1
TKT-11264,7,2,105,11,9,1,0,1,41.0,24,1
TKT-11265,3,1,103,12,14,3,0,1,39.0,72,0
TKT-11266,1,4,100,12,0,1,0,0,38.0,2,1
TKT-11267,4,4,101,9,18,6,1,1,39.0,2,1
TKT-11268,8,2,149,15,21,5,1,0,8.0,24,0
TKT-11269,0,1,128,13,11,4,0,1,58.0,72,0
TKT-11270,6,2,153,18,0,1,0,0,26.0,24,1
TKT-11271,9,2,117,13,11,4,0,1,40.0,24,1
TKT-11272,6,2,150,16,6,5,1,0,48.0,24,1
TKT-11273,8,1,157,17,0,0,0,0,30.0,72,0
TKT-11274,3,1,94,9,12,5,1,1,39.0,72,0
TKT-11275,2,3,110,12,13,1,0,1,39.0,8,1
TKT-11276,1,2,168,20,7,4,0,0,21.0,24,0
TKT-11277,8,3,140,15,21,0,0,0,23.0,8,1
TKT-11278,2,3,164,17,15,5,1,1,16.0,8,1
TKT-11279,5,3,100,12,13,6,1,1,39.0,8,1
TKT-11280,3,1,118,12,9,4,0,1,39.0,72,0
TKT-11281,0,4,144,15,8,5,1,1,2.0,2,0
TKT-11282,9,3,166,20,23,0,0,0,12.0,8,1
TKT-11283,2,3,147,16,18,2,0,1,4.0,8,0
TKT-11284,3,2,93,9,12,2,0,1,39.0,24,1
TKT-11285,8,1,158,14,19,2,0,0,94.0,72,1
TKT-11286,9,3,141,16,0,2,0,0,3.0,8,0
TKT-11287,2,2,155,18,21,6,1,0,48.0,24,1
TKT-11288,6,3,154,16,1,6,1,0,17.0,8,1
TKT-11289,5,2,167,19,3,3,0,0,17.0,24,0
TKT-11290,5,2,110,12,14,2,0,1,39.0,24,1
TKT-11291,2,3,107,11,19,2,0,0,39.0,8,1
TKT-11292,3,2,165,16,11,0,0,1,30.0,24,1
TKT-11293,4,3,114,14,14,6,1,1,2.0,8,0
TKT-11294,6,1,121,13,20,6,1,0,61.0,72,0
TKT-11295,5,2,98,10,9,0,0,1,39.0,24,1
TKT-11296,7,1,117,12,3,6,1,0,41.0,72,0
TKT-11297,7,2,153,16,17,1,0,1,16.0,24,0
TKT-11298,1,1,135,16,15,4,0,1,105.0,72,1
TKT-11299,3,1,162,16,22,5,1,0,80.0,72,1
TKT-11300,7,3,112,11,4,4,0,0,41.0,8,1
TKT-11301,9,1,143,18,17,2,0,1,66.0,72,0
TKT-11302,8,2,172,18,21,1,0,0,17.0,24,0
TKT-11303,0,3,139,14,5,0,0,0,21.0,8,1
TKT-11304,1,1,100,12,18,6,1,1,38.0,72,0
TKT-11305,3,2,150,18,20,5,1,0,28.0,24,1
TKT-11306,4,1,139,14,10,6,1,1,57.0,72,0
TKT-11307,8,1,105,11,5,2,0,0,38.0,72,0
TKT-11308,8,2,103,11,21,0,0,0,38.0,24,1
TKT-11309,8,3,151,17,23,0,0,0,2.0,8,0
TKT-11310,4,3,126,13,19,2,0,0,14.0,8,1
TKT-11311,9,4,167,20,3,0,0,0,3.0,2,1
TKT-11312,2,3,162,16,9,1,0,1,12.0,8,1
TKT-11313,4,1,136,14,17,2,0,1,68.0,72,0
TKT-11314,6,4,167,19,10,2,0,1,6.0,2,1
TKT-11315,9,3,113,12,14,4,0,1,40.0,8,1
TKT-11316,2,1,98,12,7,4,0,0,39.0,72,0
TKT-11317,7,1,149,15,5,2,0,0,107.0,72,1
TKT-11318,7,3,91,11,17,1,0,1,41.0,8,1
TKT-11319,2,3,113,12,14,5,1,1,39.0,8,1
TKT-11320,7,2,166,17,16,1,0,1,18.0,24,0
TKT-11321,4,1,133,13,20,3,0,0,113.0,72,1
TKT-11322,6,2,120,13,15,5,1,1,9.0,24,0
TKT-11323,2,1,111,11,9,0,0,1,39.0,72,0
TKT-11324,4,2,107,10,16,1,0,1,39.0,24,1
TKT-11325,8,2,165,15,16,3,0,1,48.0,24,1
TKT-11326,9,1,100,11,6,4,0,0,40.0,72,0
TKT-11327,6,1,178,19,13,6,1,1,66.0,72,0
TKT-11328,5,2,111,14,16,2,0,1,39.0,24,1
TKT-11329,8,1,105,12,3,5,1,0,38.0,72,0
TKT-11330,8,3,123,12,9,6,1,1,38.0,8,1
TKT-11331,9,2,102,12,9,5,1,1,40.0,24,1
TKT-11332,7,1,150,16,3,1,0,0,97.0,72,1
TKT-11333,0,3,140,15,22,1,0,0,18.0,8,1
TKT-11334,9,2,102,12,19,1,0,0,40.0,24,1
TKT-11335,9,1,95,10,21,6,1,0,40.0,72,0
TKT-11336,8,2,102,12,0,6,1,0,38.0,24,1
TKT-11337,3,2,125,14,23,4,0,0,39.0,24,1
TKT-11338,0,1,91,10,13,3,0,1,39.0,72,0
TKT-11339,7,2,113,11,5,1,0,0,41.0,24,1
TKT-11340,8,2,110,12,12,6,1,1,38.0,24,1
TKT-11341,1,3,94,11,3,2,0,0,38.0,8,1
TKT-11342,2,2,137,16,18,2,0,1,34.0,24,1
TKT-11343,3,3,140,14,3,0,0,0,10.0,8,1
TKT-11344,4,3,154,15,12,1,0,1,3.0,8,0
TKT-11345,9,1,100,11,2,4,0,0,40.0,72,0
TKT-11346,6,1,142,15,2,2,0,0,80.0,72,1
TKT-11347,2,1,152,16,3,0,0,0,89.0,72,1
TKT-11348,7,3,164,16,23,1,0,0,18.0,8,1
TKT-11349,9,2,144,16,18,6,1,1,12.0,24,0
TKT-11350,0,1,156,16,14,3,0,1,98.0,72,1
TKT-11351,4,2,129,14,17,3,0,1,47.0,24,1
TKT-11352,2,1,100,11,17,4,0,1,39.0,72,0
TKT-11353,1,2,101,12,16,1,0,1,38.0,24,1
TKT-11354,3,3,123,12,21,3,0,0,39.0,8,1
TKT-11355,2,1,141,16,5,6,1,0,89.0,72,1
TKT-11356,9,1,145,16,3,3,0,0,28.0,72,0
TKT-11357,6,2,121,14,10,1,0,1,39.0,24,1
TKT-11358,3,2,135,16,16,0,0,1,46.0,24,1
TKT-11359,0,1,150,16,9,3,0,1,46.0,72,0
TKT-11360,9,1,145,16,2,6,1,0,61.0,72,0
TKT-11361,1,1,155,18,22,5,1,0,96.0,72,1
TKT-11362,2,2,158,16,8,6,1,1,24.0,24,0
TKT-11363,8,3,164,16,14,6,1,1,18.0,8,1
TKT-11364,9,4,145,16,9,1,0,1,6.0,2,1
TKT-11365,6,1,128,14,7,2,0,0,103.0,72,1
TKT-11366,0,2,89,10,16,3,0,1,39.0,24,1
TKT-11367,0,4,140,16,1,1,0,0,5.0,2,1
TKT-11368,0,4,126,12,6,6,1,0,1.0,2,0
TKT-11369,4,2,140,13,11,1,0,1,44.0,24,1
TKT-11370,8,2,167,16,9,3,0,1,32.0,24,1
TKT-11371,7,4,109,12,21,0,0,0,41.0,2,1
TKT-11372,8,2,174,16,3,2,0,0,8.0,24,0
TKT-11373,7,1,158,16,4,2,0,0,64.0,72,0
TKT-11374,8,4,118,11,12,6,1,1,38.0,2,1
TKT-11375,7,1,95,12,23,5,1,0,41.0,72,0
TKT-11376,5,2,107,12,4,1,0,0,39.0,24,1
TKT-11377,6,2,119,13,18,5,1,1,39.0,24,1
TKT-11378,6,1,119,14,6,2,0,0,39.0,72,0
TKT-11379,4,2,134,15,10,0,0,1,11.0,24,0
TKT-11380,0,1,139,14,4,3,0,0,27.0,72,0
TKT-11381,5,2,98,11,21,0,0,0,39.0,24,1
TKT-11382,3,1,116,13,9,0,0,1,39.0,72,0
TKT-11383,5,2,107,10,15,2,0,1,39.0,24,1
TKT-11384,4,1,98,10,4,3,0,0,39.0,72,0
TKT-11385,8,2,152,17,1,6,1,0,8.0,24,0
TKT-11386,4,3,134,13,5,1,0,0,9.0,8,1
TKT-11387,5,4,94,11,6,4,0,0,39.0,2,1
TKT-11388,6,2,131,14,14,1,0,1,23.0,24,0
TKT-11389,0,1,126,13,12,0,0,1,99.0,72,1
TKT-11390,2,2,155,16,18,2,0,1,31.0,24,1
TKT-11391,6,1,88,10,9,4,0,1,39.0,72,0
TKT-11392,6,2,161,17,15,0,0,1,40.0,24,1
TKT-11393,7,3,146,15,19,1,0,0,7.0,8,0
TKT-11394,3,3,99,10,5,3,0,0,39.0,8,1
TKT-11395,7,2,156,16,20,5,1,0,31.0,24,1
TKT-11396,5,2,94,11,23,1,0,0,39.0,24,1
TKT-11397,2,4,159,17,13,3,0,1,6.0,2,1
TKT-11398,2,1,109,12,1,2,0,0,39.0,72,0
TKT-11399,1,3,106,12,4,2,0,0,38.0,8,1
TKT-11400,0,2,96,12,22,5,1,0,39.0,24,1
TKT-11401,8,2,147,16,14,4,0,1,37.0,24,1
TKT-11402,8,1,140,16,20,6,1,0,56.0,72,0
TKT-11403,4,2,149,14,0,3,0,0,38.0,24,1
TKT-11404,3,2,94,11,17,2,0,1,39.0,24,1
TKT-11405,8,2,151,16,17,3,0,1,12.0,24,0
TKT-11406,5,3,89,10,22,5,1,0,39.0,8,1
TKT-11407,5,1,134,14,7,6,1,0,79.0,72,1
TKT-11408,7,3,150,15,6,0,0,0,14.0,8,1
TKT-11409,7,3,155,17,21,2,0,0,19.0,8,1
TKT-11410,2,3,102,12,9,5,1,1,39.0,8,1
TKT-11411,4,2,133,14,16,4,0,1,12.0,24,0
TKT-11412,9,4,158,17,22,2,0,0,5.0,2,1
TKT-11413,6,4,111,11,18,3,0,1,39.0,2,1
TKT-11414,5,1,149,16,18,1,0,1,113.0,72,1
TKT-11415,1,2,150,16,17,2,0,1,32.0,24,1
TKT-11416,3,1,150,15,20,3,0,0,69.0,72,0
TKT-11417,4,2,97,10,21,0,0,0,39.0,24,1
TKT-11418,3,2,111,14,8,1,0,1,39.0,24,1
TKT-11419,6,2,87,9,4,5,1,0,39.0,24,1
TKT-11420,7,2,105,11,10,1,0,1,41.0,24,1
TKT-11421,4,2,146,14,10,4,0,1,39.0,24,1
TKT-11422,2,2,149,16,19,3,0,0,39.0,24,1
TKT-11423,6,2,136,15,0,3,0,0,47.0,24,1
TKT-11424,0,1,111,12,0,6,1,0,39.0,72,0
TKT-11425,1,2,152,15,18,4,0,1,25.0,24,1
TKT-11426,4,1,148,14,10,3,0,1,52.0,72,0
TKT-11427,2,1,102,12,22,0,0,0,39.0,72,0
TKT-11428,4,2,84,10,2,6,1,0,39.0,24,1
TKT-11429,8,1,140,16,4,6,1,0,81.0,72,1
TKT-11430,6,2,134,15,4,0,0,0,36.0,24,1
TKT-11431,0,4,140,16,2,3,0,0,1.0,2,0
TKT-11432,0,2,163,18,6,5,1,0,48.0,24,1
TKT-11433,8,2,115,11,5,6,1,0,38.0,24,1
TKT-11434,6,4,129,13,3,0,0,0,7.0,2,1
TKT-11435,0,1,163,18,23,6,1,0,52.0,72,0
TKT-11436,1,2,154,16,18,3,0,1,34.0,24,1
TKT-11437,7,2,155,17,19,4,0,0,28.0,24,1
TKT-11438,5,4,147,17,13,4,0,1,2.0,2,0
TKT-11439,3,1,144,16,20,0,0,0,74.0,72,1
TKT-11440,2,2,102,11,9,3,0,1,39.0,24,1
TKT-11441,3,2,167,18,15,5,1,1,40.0,24,1
TKT-11442,4,4,147,14,15,3,0,1,2.0,2,0
TKT-11443,3,2,144,18,13,3,0,1,42.0,24,1
TKT-11444,8,3,175,17,6,1,0,0,22.0,8,1
TKT-11445,5,1,131,14,14,1,0,1,75.0,72,1
TKT-11446,0,1,142,16,20,1,0,0,81.0,72,1
TKT-11447,1,3,158,16,17,4,0,1,5.0,8,0
TKT-11448,5,3,134,14,11,4,0,1,3.0,8,0
TKT-11449,9,1,147,16,2,2,0,0,69.0,72,0
TKT-11450,2,1,111,12,1,2,0,0,39.0,72,0
TKT-11451,6,2,89,10,7,1,0,0,39.0,24,1
TKT-11452,9,3,98,11,1,0,0,0,40.0,8,1
TKT-11453,2,2,105,12,4,1,0,0,39.0,24,1
TKT-11454,4,2,150,15,7,0,0,0,17.0,24,0
TKT-11455,8,1,123,11,20,6,1,0,38.0,72,0
TKT-11456,6,1,87,10,21,5,1,0,39.0,72,0
TKT-11457,9,2,107,12,6,3,0,0,40.0,24,1
TKT-11458,6,3,137,14,21,4,0,0,9.0,8,1
TKT-11459,7,4,168,17,17,2,0,1,1.0,2,0
TKT-11460,3,1,111,10,11,6,1,1,39.0,72,0
TKT-11461,8,1,104,12,2,0,0,0,38.0,72,0
TKT-11462,0,1,104,11,15,1,0,1,39.0,72,0
TKT-11463,3,1,152,16,17,4,0,1,56.0,72,0
TKT-11464,3,1,145,13,13,0,0,1,78.0,72,1
TKT-11465,0,2,88,9,18,3,0,1,39.0,24,1
TKT-11466,0,2,138,16,18,3,0,1,31.0,24,1
TKT-11467,0,1,145,16,16,3,0,1,58.0,72,0
TKT-11468,2,2,128,14,13,6,1,1,14.0,24,0
TKT-11469,2,2,149,15,1,5,1,0,44.0,24,1
TKT-11470,6,1,137,14,13,6,1,1,110.0,72,1
TKT-11471,8,2,101,12,18,2,0,1,38.0,24,1
TKT-11472,7,4,109,12,9,3,0,1,41.0,2,1
TKT-11473,8,1,148,16,16,5,1,1,50.0,72,0
TKT-11474,2,1,152,16,11,4,0,1,47.0,72,0
TKT-11475,6,2,125,15,16,0,0,1,14.0,24,0
TKT-11476,7,4,104,12,9,0,0,1,41.0,2,1
TKT-11477,5,2,108,11,5,0,0,0,39.0,24,1
TKT-11478,8,2,158,15,21,3,0,0,34.0,24,1
TKT-11479,7,3,138,14,20,3,0,0,10.0,8,1
TKT-11480,4,2,95,10,4,1,0,0,39.0,24,1
TKT-11481,2,2,163,17,3,6,1,0,18.0,24,0
TKT-11482,4,4,144,14,12,3,0,1,7.0,2,1
TKT-11483,0,4,113,12,18,5,1,1,39.0,2,1
TKT-11484,1,1,174,19,11,4,0,1,79.0,72,1
TKT-11485,8,2,125,14,19,1,0,0,37.0,24,1
TKT-11486,4,3,99,10,7,4,0,0,39.0,8,1
TKT-11487,4,2,81,9,5,1,0,0,39.0,24,1
TKT-11488,2,1,138,14,19,3,0,0,89.0,72,1
TKT-11489,8,1,158,18,7,3,0,0,48.0,72,0
TKT-11490,2,1,114,12,8,2,0,1,39.0,72,0
TKT-11491,9,1,146,16,23,4,0,0,37.0,72,0
TKT-11492,2,3,154,16,18,5,1,1,3.0,8,0
TKT-11493,2,2,147,17,10,5,1,1,40.0,24,1
TKT-11494,6,1,169,17,23,3,0,0,120.0,72,1
TKT-11495,9,3,165,17,1,3,0,0,12.0,8,1
TKT-11496,8,3,152,16,12,6,1,1,22.0,8,1
TKT-11497,5,2,97,10,12,4,0,1,39.0,24,1
TKT-11498,3,1,144,16,16,3,0,1,31.0,72,0
TKT-11499,2,3,106,12,12,1,0,1,39.0,8,1
TKT-11500,4,2,126,14,21,5,1,0,23.0,24,0
TKT-11501,3,1,145,14,22,5,1,0,31.0,72,0
TKT-11502,1,2,110,12,4,2,0,0,38.0,24,1
TKT-11503,9,2,161,16,22,1,0,0,27.0,24,1
TKT-11504,7,2,115,12,20,2,0,0,41.0,24,1
TKT-11505,5,1,97,10,11,4,0,1,39.0,72,0
TKT-11506,4,1,154,14,23,4,0,0,47.0,72,0
TKT-11507,1,2,136,15,19,2,0,0,47.0,24,1
TKT-11508,9,3,101,12,3,1,0,0,40.0,8,1
TKT-11509,0,2,106,11,8,5,1,1,39.0,24,1
TKT-11510,5,2,158,17,8,4,0,1,28.0,24,1
TKT-11511,9,4,99,12,23,1,0,0,40.0,2,1
TKT-11512,6,1,178,19,23,5,1,0,72.0,72,0
TKT-11513,7,1,154,16,2,2,0,0,82.0,72,1
TKT-11514,6,2,80,9,3,0,0,0,39.0,24,1
TKT-11515,4,4,99,10,8,1,0,1,39.0,2,1
TKT-11516,3,3,171,17,3,2,0,0,7.0,8,0
TKT-11517,3,2,114,14,20,3,0,0,39.0,24,1
TKT-11518,8,4,133,14,12,3,0,1,7.0,2,1
TKT-11519,9,4,158,18,22,0,0,0,8.0,2,1
TKT-11520,1,1,118,12,12,3,0,1,38.0,72,0
TKT-11521,6,2,162,17,5,2,0,0,22.0,24,0
TKT-11522,5,3,111,14,17,2,0,1,39.0,8,1
TKT-11523,3,1,120,14,8,2,0,1,39.0,72,0
TKT-11524,3,2,119,11,19,5,1,0,39.0,24,1
TKT-11525,2,3,152,16,4,4,0,0,2.0,8,0
TKT-11526,1,4,169,17,0,3,0,0,2.0,2,0
TKT-11527,6,3,161,16,6,5,1,0,22.0,8,1
TKT-11528,4,1,154,16,10,3,0,1,37.0,72,0
TKT-11529,5,2,111,12,6,4,0,0,39.0,24,1
TKT-11530,4,2,115,12,22,0,0,0,21.0,24,0
TKT-11531,0,2,139,14,8,4,0,1,41.0,24,1
TKT-11532,1,2,173,19,12,1,0,1,30.0,24,1
TKT-11533,3,1,145,14,5,0,0,0,113.0,72,1
TKT-11534,5,2,96,10,8,0,0,1,39.0,24,1
TKT-11535,8,4,147,17,20,6,1,0,8.0,2,1
TKT-11536,8,2,143,17,0,4,0,0,15.0,24,0
TKT-11537,5,4,110,12,18,6,1,1,39.0,2,1
TKT-11538,9,1,126,14,18,6,1,1,115.0,72,1
TKT-11539,2,2,165,17,16,1,0,1,23.0,24,0
TKT-11540,3,3,151,17,10,4,0,1,6.0,8,0
TKT-11541,7,3,114,11,21,2,0,0,41.0,8,1
TKT-11542,8,1,110,12,22,5,1,0,38.0,72,0
TKT-11543,2,3,138,16,16,2,0,1,7.0,8,0
TKT-11544,7,3,103,12,19,2,0,0,41.0,8,1
TKT-11545,1,4,89,10,0,4,0,0,38.0,2,1
TKT-11546,5,2,157,16,6,4,0,0,28.0,24,1
TKT-11547,5,2,129,13,2,6,1,0,21.0,24,0
TKT-11548,9,3,151,17,12,3,0,1,3.0,8,0
TKT-11549,7,3,150,16,21,6,1,0,4.0,8,0
TKT-11550,3,2,97,12,20,1,0,0,39.0,24,1
TKT-11551,1,2,143,16,17,2,0,1,47.0,24,1
TKT-11552,3,2,147,17,19,4,0,0,9.0,24,0
TKT-11553,6,2,107,10,8,6,1,1,39.0,24,1
TKT-11554,0,2,161,17,23,1,0,0,40.0,24,1
TKT-11555,0,3,119,13,20,4,0,0,12.0,8,1
TKT-11556,6,2,134,15,16,4,0,1,28.0,24,1
TKT-11557,8,3,140,14,18,6,1,1,19.0,8,1
TKT-11558,0,1,148,16,9,6,1,1,47.0,72,0
TKT-11559,8,1,133,14,3,1,0,0,74.0,72,1
TKT-11560,7,1,109,10,16,6,1,1,41.0,72,0
TKT-11561,3,1,169,17,21,1,0,0,81.0,72,1
TKT-11562,0,2,132,16,21,0,0,0,11.0,24,0
TKT-11563,4,2,141,14,18,0,0,1,34.0,24,1
TKT-11564,8,1,97,11,2,5,1,0,38.0,72,0
TKT-11565,0,1,136,15,6,6,1,0,76.0,72,1
TKT-11566,2,2,149,16,6,3,0,0,19.0,24,0
TKT-11567,0,1,151,16,12,5,1,1,53.0,72,0
TKT-11568,1,1,104,11,18,5,1,1,38.0,72,0
TKT-11569,7,4,162,17,4,2,0,0,8.0,2,1
TKT-11570,5,2,95,12,14,2,0,1,39.0,24,1
TKT-11571,9,1,153,17,12,3,0,1,68.0,72,0
TKT-11572,9,3,116,11,4,0,0,0,40.0,8,1
TKT-11573,7,1,95,12,12,6,1,1,41.0,72,0
TKT-11574,8,2,147,15,7,0,0,0,36.0,24,1
TKT-11575,0,4,129,13,23,0,0,0,6.0,2,1
TKT-11576,7,4,114,12,13,0,0,1,41.0,2,1
TKT-11577,0,1,107,12,6,2,0,0,39.0,72,0
TKT-11578,1,2,137,15,1,6,1,0,15.0,24,0
TKT-11579,3,1,152,16,8,1,0,1,28.0,72,0
TKT-11580,9,2,131,15,6,6,1,0,12.0,24,0
TKT-11581,7,1,150,17,20,0,0,0,55.0,72,0
TKT-11582,8,2,158,17,2,6,1,0,26.0,24,1
TKT-11583,3,2,126,14,13,6,1,1,21.0,24,0
TKT-11584,5,2,155,18,14,5,1,1,25.0,24,1
TKT-11585,4,3,140,12,15,1,0,1,16.0,8,1
TKT-11586,2,1,101,12,15,2,0,1,39.0,72,0
TKT-11587,4,2,87,10,15,3,0,1,39.0,24,1
TKT-11588,6,2,165,17,21,5,1,0,10.0,24,0
TKT-11589,3,2,167,19,22,4,0,0,42.0,24,1
TKT-11590,0,2,94,12,2,1,0,0,39.0,24,1
TKT-11591,9,2,148,17,13,0,0,1,40.0,24,1
TKT-11592,9,4,137,16,21,0,0,0,2.0,2,0
TKT-11593,3,1,146,15,12,2,0,1,72.0,72,0
TKT-11594,2,2,142,16,9,2,0,1,40.0,24,1
TKT-11595,3,2,151,18,21,4,0,0,40.0,24,1
TKT-11596,9,1,150,16,15,6,1,1,112.0,72,1
TKT-11597,7,1,106,11,0,0,0,0,41.0,72,0
TKT-11598,6,1,95,12,20,0,0,0,39.0,72,0
TKT-11599,0,2,101,9,21,0,0,0,39.0,24,1
TKT-11600,4,2,99,10,10,4,0,1,39.0,24,1
TKT-11601,0,3,146,15,16,3,0,1,5.0,8,0
TKT-11602,6,2,160,16,12,5,1,1,41.0,24,1
TKT-11603,8,1,116,11,3,0,0,0,38.0,72,0
TKT-11604,0,2,107,12,11,5,1,1,39.0,24,1
TKT-11605,2,2,102,12,22,5,1,0,39.0,24,1
TKT-11606,2,3,141,14,23,3,0,0,24.0,8,1
TKT-11607,7,2,102,11,11,5,1,1,41.0,24,1
TKT-11608,2,2,108,11,22,0,0,0,39.0,24,1
TKT-11609,3,1,101,11,23,6,1,0,39.0,72,0
TKT-11610,2,2,162,16,0,6,1,0,18.0,24,0
TKT-11611,5,1,155,16,18,1,0,1,61.0,72,0
TKT-11612,0,2,143,15,3,4,0,0,15.0,24,0
TKT-11613,1,2,159,18,8,5,1,1,37.0,24,1
TKT-11614,4,1,130,12,10,1,0,1,102.0,72,1
TKT-11615,1,2,114,13,23,3,0,0,38.0,24,1
TKT-11616,8,2,139,16,17,0,0,1,20.0,24,0
TKT-11617,9,4,167,16,15,1,0,1,5.0,2,1
TKT-11618,6,4,144,16,1,3,0,0,1.0,2,0
TKT-11619,6,2,162,17,21,1,0,0,48.0,24,1
TKT-11620,1,2,167,18,20,3,0,0,20.0,24,0
TKT-11621,0,2,105,9,1,6,1,0,39.0,24,1
TKT-11622,5,2,153,17,14,5,1,1,9.0,24,0
TKT-11623,1,3,165,16,14,0,0,1,14.0,8,1
TKT-11624,3,2,140,16,15,1,0,1,28.0,24,1
TKT-11625,2,2,144,16,17,0,0,1,42.0,24,1
TKT-11626,9,3,141,16,22,6,1,0,4.0,8,0
TKT-11627,1,1,148,16,11,5,1,1,34.0,72,0
TKT-11628,8,2,133,15,0,6,1,0,11.0,24,0
TKT-11629,0,2,139,15,23,3,0,0,23.0,24,0
TKT-11630,5,3,149,16,18,1,0,1,13.0,8,1
TKT-11631,1,2,146,16,16,2,0,1,39.0,24,1
TKT-11632,1,3,161,18,12,2,0,1,17.0,8,1
TKT-11633,9,2,156,16,12,5,1,1,27.0,24,1
TKT-11634,2,2,171,17,17,1,0,1,17.0,24,0
TKT-11635,7,2,99,11,17,3,0,1,41.0,24,1
TKT-11636,7,4,162,17,7,5,1,0,7.0,2,1
TKT-11637,3,3,139,15,7,3,0,0,18.0,8,1
TKT-11638,8,3,142,14,6,4,0,0,12.0,8,1
TKT-11639,8,4,134,16,9,5,1,1,4.0,2,1
TKT-11640,6,1,136,15,2,4,0,0,81.0,72,1
TKT-11641,8,2,127,12,0,5,1,0,38.0,24,1
TKT-11642,3,4,157,15,20,1,0,0,4.0,2,1
TKT-11643,7,3,168,18,23,1,0,0,8.0,8,0
TKT-11644,5,2,158,19,20,5,1,0,18.0,24,0
